Company Name,Executive First Name,Executive Last Name,Address,City,State,Phone Number Combined,Primary SIC Description,SIC Code 1 Description,SIC Code 2 Description,Location Sales Volume Actual,Metro Area 1,Address1,lat,lon
"Ko, Johnny C DDS",Johnny C,Ko,61 Peyton Pkwy # 101,Collierville,TN,(901) 854-5527,Dentists,Dentists,,"$138,000 ",Memphs,61 Peyton Pkwy,35.042765052962594,-89.72090003670151
Return Co Inc,Young,Ko,2800 S Market St,Chattanooga,TN,(727) 861-1100,Pharmaceutical Products-Wholesale,Pharmaceutical Products-Wholesale,Pharmaceutical Consultants,"$22,960,000 ",Chattanooga,2800 S Market St,35.02162,-85.311241
KOH Joash Cheng Kiat,Joash C,Koh,1305 16th Ave S,Nashville,TN,(615) 257-9374,Marriage & Family Counselors,Marriage & Family Counselors,,$0 ,Nashville,1305 16th Ave S,36.1409659,-86.7938593959384
New Image Dental,Naomi,Koh,417 Frazier Ave # 102,Chattanooga,TN,(423) 634-2333,Dentists,Dentists,,"$1,245,000 ",Chattanooga,417 Frazier Ave,35.06176650753768,-85.30464709045226
New Image Dental,Naomi L,Koh,417 Frazier Ave # 102,Chattanooga,TN,(423) 634-2333,Dentists,Dentists,,"$554,000 ",Chattanooga,417 Frazier Ave,35.06176650753768,-85.30464709045226
Yong In Martial Arts Academy,S,Koh,330 Franklin Rd # E,Brentwood,TN,(615) 370-1117,Martial Arts Instruction,Martial Arts Instruction,,"$71,000 ",Nashville,330 Franklin Rd,36.0264897,-86.789878
"Goh, Kenton B MD",Kenton B,Goh,,Sneedville,TN,(423) 733-5000,Physicians & Surgeons,Physicians & Surgeons,,$0 ,,,,
Northeast Tennessee Emergency,Kenton B,Goh,130 W Ravine Rd,Kingsport,TN,(423) 224-4000,Physicians & Surgeons,Physicians & Surgeons,,"$557,000 ",Kingsport,130 W Ravine Rd,36.5542675,-82.554874
Star Cleaners,Dong,Kwak,7043 Highway 70 S # A,Nashville,TN,(615) 662-1555,Cleaners,Cleaners,,"$300,000 ",Nashville,7043 Highway 70 S,36.07800727028334,-86.90998825472316
Koo Grace MD,Grace,Koo,3601 The Vanderbilt Clinic,Nashville,TN,(615) 936-2000,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Nashville,3601 The Vanderbilt Clinic,,
"Koo, Grace MD",Grace,Koo,2611 West End Ave,Nashville,TN,(615) 936-2727,Physicians & Surgeons,Physicians & Surgeons,,"$530,000 ",Nashville,2611 West End Ave,36.146069775510206,-86.81001434693877
Koo-L-Ungs Pulmonary Speclsts,Patrick,Koo,2626 Walker Rd,Chattanooga,TN,(423) 490-1599,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Chattanooga,2626 Walker Rd,35.055727,-85.1337214
University Of TN Surgery,Jason T,Koo,1030 Jefferson Ave,Memphis,TN,(901) 577-7352,Physicians & Surgeons,Physicians & Surgeons,,"$268,000 ",Memphs,1030 Jefferson Ave,35.1437871,-90.02550488487395
UT Erlanger Respiratory,Patrick,Koo,979 E 3rd St # 735,Chattanooga,TN,(423) 778-9101,Physicians & Surgeons,Physicians & Surgeons,,"$655,000 ",Chattanooga,979 E 3rd St,35.04776657880402,-85.29030273993804
H K Construction Inc,Han,Kook,1138 Antioch Pike,Nashville,TN,(615) 361-8455,Siding Contractors,Siding Contractors,General Contractors,"$381,000 ",Nashville,1138 Antioch Pike,36.09664274018954,-86.70434830434043
JMC Express,Bryan,Kook,3035 Bellbrook Center Dr,Memphis,TN,(901) 345-2890,Air Cargo Service,Air Cargo Service,,"$2,215,000 ",Memphs,3035 Bellbrook Center Dr,35.06267942217689,-90.0285914807429
ABC Embroidery,Sok,Kwon,2636 Park Ave,Memphis,TN,(901) 458-5198,Embroidery,Embroidery,,"$246,000 ",Memphs,2636 Park Ave,35.108283,-89.974304
Blue Cross & Blue Shield Of Tn,Heather,Kwon,1 Cameron Hill Cir,Chattanooga,TN,(423) 535-5600,Insurance,Insurance,Hospitalization Plans-Medical & Surgical,$0 ,Chattanooga,1 Cameron Hill Cir,,
Dragon K Martial Arts,Sung,Kwon,6901 Lenox Village Dr,Nashville,TN,(615) 942-7619,Martial Arts Instruction,Martial Arts Instruction,,"$90,000 ",Nashville,6901 Lenox Village Dr,36.025892,-86.708808
Full Gospel Tennessee Church,Wang Soo,Kwon,624 Lafayette Rd,Clarksville,TN,(931) 645-2700,Churches,Churches,,$0 ,Clarksvle,624 Lafayette Rd,36.56932265,-87.42315732546523
Hendersonville Alteration-Shoe,Jieon,Kwon,707 Main St,Nashville,TN,(615) 822-6973,Tailors,Tailors,Alterations-Clothing,"$363,000 ",Nashville,707 Main St,36.174695024545436,-86.76075763968065
Jin's Beauty Supply,Jin,Kwon,670 Inman St E,Cleveland,TN,(423) 339-8802,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$112,000 ",Cleveland,670 Inman St E,35.15521064148327,-84.86697072659348
Advance Financial,Mitch,Kim,1901 Church St,Nashville,TN,(615) 341-5900,Loans,Loans,Check Cashing Service,"$1,242,000 ",Nashville,1901 Church St,36.154234,-86.799061
Ahlee Kim MD,Ahlee,Kim,1535 Vann Dr,Jackson,TN,(731) 984-9944,Physicians & Surgeons,Physicians & Surgeons,,"$646,000 ",Jackson,1535 Vann Dr,35.6671669,-88.8489031
AK Dental,Andrew,Kim,4718 Nolensville Pike,Nashville,TN,(615) 432-2388,Dentists,Dentists,Dental Hygienists,"$760,000 ",Nashville,4718 Nolensville Pike,36.0679241020867,-86.7187348845372
Allergy & Asthma Group,Linda J,Kim,2253 Chambliss Ave NW # 401,Cleveland,TN,(423) 499-4100,Physicians & Surgeons,Physicians & Surgeons,,"$525,000 ",Cleveland,2253 Chambliss Ave NW,35.17532179245283,-84.86938758490567
Alumni Hall Stores LLC,Ansony,Kim,11217 Outlet Dr,Knoxville,TN,(865) 671-1117,Clothing-Retail,Clothing-Retail,Halls & Auditoriums,"$2,712,000 ",Knoxville,11217 Outlet Dr,,
Anesthesia Medical Group Inc,Young,Kim,110 29th Ave N # 301,Nashville,TN,(615) 327-7870,Nurses-Licensed-Anesthetist,Nurses-Licensed-Anesthetist,,"$74,000 ",Nashville,110 29th Ave N,36.14524672917116,-86.81356403374006
Axis Chiropractic,Steve,Kim,522a Bell Rd,Antioch,TN,Not Available,Chiropractors DC,Chiropractors DC,,$0 ,Nashville,522a Bell Rd,,
Axis Chiropractic PC,Jenny,Kim,301 Mallory Station Rd # 120,Franklin,TN,(615) 360-3000,Chiropractors DC,Chiropractors DC,,"$235,000 ",Nashville,301 Mallory Station Rd,35.955135,-86.825735
B & B Beauty Supplies,Monica,Kim,1070 E Raines Rd,Memphis,TN,(901) 396-3535,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$763,000 ",Memphs,1070 E Raines Rd,35.03539315838881,-90.02834324167897
Barge Design Solutions Inc,Hardin,Kim,1110 Market St # 200,Chattanooga,TN,(423) 756-3025,Engineers-Designing,Engineers-Designing,Engineers-Consulting,"$2,209,000 ",Chattanooga,1110 Market St,35.0424184,-85.3088238
Barge Design Solutions Inc,Hardin,Kim,4 Sheridan Sq # 100,Kingsport,TN,(423) 247-5525,Engineers-Designing,Engineers-Designing,Engineers-Civil,"$2,244,000 ",Kingsport,4 Sheridan Sq,36.510035450000004,-82.559812299561
Beauty & Wig,Julia,Kim,700 W Poplar Ave,Collierville,TN,(901) 861-3456,Beauty Salons,Beauty Salons,Wigs Toupees & Hairpieces,"$120,000 ",Memphs,700 W Poplar Ave,35.04608900027454,-89.68589201118755
Beauty Trendz,Sean,Kim,6940 Lee Hwy,Chattanooga,TN,(423) 648-7636,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,General Merchandise-Retail,"$355,000 ",Chattanooga,6940 Lee Hwy,35.04386733308895,-85.16391395415839
Beauty Zone,Sean,Kim,1300 N Holtzclaw Ave,Chattanooga,TN,(423) 622-3903,Beauty Salons,Beauty Salons,Cosmetics & Perfumes-Retail,"$75,000 ",Chattanooga,1300 N Holtzclaw Ave,35.05453,-85.270644
Bellevue Cleaners,Mike,Kim,223 Old Hickory Blvd,Nashville,TN,(615) 662-1343,Cleaners,Cleaners,,"$375,000 ",Nashville,223 Old Hickory Blvd,36.07905342634334,-86.91899059012125
Belmont United Methodist Chr,Jin Cheol,Kim,2007 Acklen Ave,Nashville,TN,(615) 383-0832,Churches,Churches,Clergy,$0 ,Nashville,2007 Acklen Ave,36.135581742268045,-86.80034695876289
Best Cleaners,Chung Mo,Kim,3046 Brick Church Pike,Nashville,TN,(615) 228-2605,Cleaners,Cleaners,,"$150,000 ",Nashville,3046 Brick Church Pike,36.2314106441815,-86.78143048395194
BNP Beauty Supply,Yong,Kim,4382 Elvis Presley Blvd,Memphis,TN,(901) 345-2500,Beer & Ale-Retail,Beer & Ale-Retail,Cosmetics & Perfumes-Retail,"$3,625,000 ",Memphs,4382 Elvis Presley Blvd,35.02901938461538,-90.02508076923077
Brentwood Alterations,Yi,Kim,127 Franklin Rd # 145,Brentwood,TN,(615) 661-4786,Clothing-Retail,Clothing-Retail,Alterations-Clothing,"$320,000 ",Nashville,127 Franklin Rd,36.035151486756796,-86.78779947701537
Campbell Clinic Orthopaedics,Peter,Kim,1400 S Germantown Rd,Germantown,TN,(901) 759-3123,Physical Therapists,Physical Therapists,Physicians & Surgeons,"$22,411,000 ",Memphs,1400 S Germantown Rd,35.111275,-89.802412
Carolkim Alterations,Carol,Kim,5622 Nolensville Pike,Nashville,TN,(615) 331-2522,Dolls-Repairing,Dolls-Repairing,,"$126,000 ",Nashville,5622 Nolensville Pike,36.048338513343936,-86.71348191537376
Castle Dental,Andy C Hwan,Kim,5708 Uptain Rd # 100,Chattanooga,TN,(423) 894-3553,Dentists,Dentists,,"$554,000 ",Chattanooga,5708 Uptain Rd,35.0093043,-85.2120423
Castle Dental,John,Kim,21 White Bridge Pike # 111,Nashville,TN,(615) 352-5894,Dentists,Dentists,,"$608,000 ",Nashville,21 White Bridge Pike,36.128312,-86.8536637
Central Knoxville Korean,Jin,Kim,511 White Wing Rd,Lenoir City,TN,(423) 718-7030,Churches,Churches,,$0 ,Knoxville,511 White Wing Rd,35.8433427717239,-84.3085192688421
Charleys Philly Steaks,Chang H,Kim,2100 Hamilton Pl Blvd # 309,Chattanooga,TN,(423) 894-0454,Restaurants,Restaurants,Foods-Carry Out,"$507,000 ",Chattanooga,2100 Hamilton Pl Blvd,35.0345023,-85.15880401330138
Chicken Exit,Phillip,Kim,2863 Fort Campbell Blvd,Clarksville,TN,(931) 546-5121,Restaurants,Restaurants,,"$517,000 ",Clarksvle,2863 Fort Campbell Blvd,36.6265535,-87.43306075000001
Christ Church,Skinner,Kim,5955 Yale Rd,Bartlett,TN,(901) 377-3097,Churches,Churches,Religious Schools,$0 ,Memphs,5955 Yale Rd,35.21829600109241,-89.86465829538997
Chuck Hutton Toyota,Young,Kim,4601 Hutton Way,Memphis,TN,(901) 345-3200,Automobile Dealers-New Cars,Automobile Dealers-New Cars,Truck-Dealers-New,"$34,696,000 ",Memphs,4601 Hutton Way,,
Cleaners Of America,Yong,Kim,5100 Poplar Ave # 211,Memphis,TN,(901) 680-9883,Janitor Service,Janitor Service,Federal Government Contractors,"$313,000 ",Memphs,5100 Poplar Ave,35.1132904,-89.89174499388335
CNS Dry Cleaners,Charlie,Kim,1932 Almaville Rd,Smyrna,TN,(615) 459-9334,Cleaners,Cleaners,,"$163,000 ",Nashville,1932 Almaville Rd,35.92930096094551,-86.53406690492956
Deluxe Cleaners,Jang,Kim,418 S Northshore Dr,Knoxville,TN,(865) 588-1913,Cleaners,Cleaners,Janitor Service,"$152,000 ",Knoxville,418 S Northshore Dr,35.92854626440387,-84.00074399095922
Dental Design Studio,Jack,Kim,8115 E Brainerd Rd # 23,Chattanooga,TN,(423) 899-8570,Laboratories-Dental,Laboratories-Dental,,"$2,291,000 ",Chattanooga,8115 E Brainerd Rd,35.005171788406344,-85.1524368585173
Donut Box,Cheol D,Kim,3051 Kirby Whitten Rd # 1,Bartlett,TN,(901) 406-3137,Doughnuts,Doughnuts,,"$90,000 ",Memphs,3051 Kirby Whitten Rd,,
Dream T R A Tech Corp,Heung Gwang,Kim,103a Elza Dr,Oak Ridge,TN,Not Available,Importers (Whls),Importers (Whls),,"$12,483,000 ",Knoxville,103a Elza Dr,36.0500233,-84.2051221
Drexel Chemical Co,Dan,Kim,1700 Channel Ave,Memphis,TN,(901) 774-4370,Chemicals-Manufacturers,Chemicals-Manufacturers,Pesticides & Ag Chemicals NEC (Mfrs),$0 ,Memphs,1700 Channel Ave,35.09682776746476,-90.10793193715088
Dryve Cleaners,Steve,Kim,4625 Riverdale Rd,Memphis,TN,(901) 795-6009,Cleaners & Dyers Equipment (Whls),Cleaners & Dyers Equipment (Whls),,"$3,943,000 ",Memphs,4625 Riverdale Rd,35.02216188733873,-89.83144420375271
Dryve Cleaners,Steve,Kim,6186 Winchester Rd,Memphis,TN,(901) 375-1104,Cleaners & Dyers Equipment (Whls),Cleaners & Dyers Equipment (Whls),,"$1,578,000 ",Memphs,6186 Winchester Rd,35.049855,-89.8573
E-Z Auto Rental,Song,Kim,2747 Lamar Ave,Memphis,TN,(901) 744-8787,Automobile Renting,Automobile Renting,Automobile/Trucks Dealers-Used,"$839,000 ",Memphs,2747 Lamar Ave,35.096394071282994,-89.9714740148058
Effectv,Daniel,Kim,698 Melrose Ave,Nashville,TN,(615) 986-4507,Advertising-Television,Advertising-Television,,"$1,170,000 ",Nashville,698 Melrose Ave,36.120025253033965,-86.76202697280048
Elegance Cleaners,Howard,Kim,104 46th Ave N,Nashville,TN,(615) 297-5089,Cleaners,Cleaners,,"$375,000 ",Nashville,104 46th Ave N,36.141935843759235,-86.84160160731446
Elite Cleaners,K,Kim,9091 Poplar Ave # 102,Germantown,TN,(901) 758-3288,Cleaners,Cleaners,Janitor Service,"$56,000 ",Memphs,9091 Poplar Ave,35.068401,-89.759992
Emma's Family Restaurant,Chong,Kim,82 Paradise St,Manchester,TN,(931) 723-4701,Restaurants,Restaurants,,"$557,000 ",Tullahoma,82 Paradise St,35.50219928062555,-86.08747589277544
Es Health LLC,Eli,Kim,5545 Little Debbie Pkwy,Ooltewah,TN,(423) 777-7570,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Chattanooga,5545 Little Debbie Pkwy,,
Ever Young,Yon,Kim,138 Walnut Ridge Ln,Cordova,TN,(901) 757-1526,Women's Apparel-Retail,Women's Apparel-Retail,,"$459,000 ",Memphs,138 Walnut Ridge Ln,35.129750679868835,-89.76671792202175
Excel Market,James,Kim,3102 Ashland City Rd,Clarksville,TN,(931) 358-3638,Convenience Stores,Convenience Stores,Grocers-Retail,"$690,000 ",Clarksvle,3102 Ashland City Rd,36.482618099999996,-87.25590384873118
Fashion Today,Namyoun,Kim,45 Carriage House Dr,Jackson,TN,(731) 664-6801,Tuxedos,Tuxedos,Cosmetics & Perfumes-Retail,"$1,305,000 ",Jackson,45 Carriage House Dr,35.666946576476015,-88.83179238865323
First Bank,Stacey,Kim,11 Channing Way,Jackson,TN,(731) 668-5442,Banks,Banks,Loans,"$3,743,000 ",Jackson,11 Channing Way,35.6818567,-88.8472507
Forest Street United Mthdst,Sonny,Kim,416 Church St,Clarksville,TN,(931) 645-9587,Churches,Churches,,$0 ,Clarksvle,416 Church St,36.517986,-87.354797
Free Medical Clinic Of America,Yoo K,Kim,6209 Chapman Hwy,Knoxville,TN,(865) 579-1515,Physicians & Surgeons,Physicians & Surgeons,,"$199,000 ",Knoxville,6209 Chapman Hwy,35.92115137700935,-83.87505265868056
Full Gospel Tennessee Church,Jong Hyun,Kim,624 Lafayette Rd,Clarksville,TN,(931) 645-2700,Churches,Churches,,$0 ,Clarksvle,624 Lafayette Rd,36.56932265,-87.42315732546523
Galen Medical Group,Linda J,Kim,1720 Gunbarrel Rd # 400,Chattanooga,TN,(423) 499-4100,Physicians & Surgeons,Physicians & Surgeons,,"$655,000 ",Chattanooga,1720 Gunbarrel Rd,35.02091030076956,-85.1604816327228
Germantown United Mthdst Chr,Jin Cheol,Kim,2331 S Germantown Rd,Germantown,TN,(901) 754-7216,Churches,Churches,,$0 ,Memphs,2331 S Germantown Rd,35.08570248894159,-89.81045906015343
Gilpoom LLC,Anna,Kim,968 Madison Sq,Madison,TN,Not Available,Logistics Consulting Services,Logistics Consulting Services,,"$361,000 ",Nashville,968 Madison Sq,36.25558826396449,-86.71590291157769
Glowing Smiles Pediatric,Bora,Kim,1019 Beaty Blvd # 600,Gallatin,TN,(615) 989-6611,Dentists,Dentists,,$0 ,Nashville,1019 Beaty Blvd,,
Golden Beauty Supply,DO,Kim,3464 Plaza Ave,Memphis,TN,(901) 452-9512,Beauty Salons,Beauty Salons,Hair Goods & Supplies-Retail,"$60,000 ",Memphs,3464 Plaza Ave,35.12937777821714,-89.94589474848634
Granite & Marble Co,J,Kim,535 Central Ave,Nashville,TN,(615) 678-8990,Granite Products-Manufacturers,Granite Products-Manufacturers,Home Improvements,"$1,276,000 ",Nashville,535 Central Ave,36.113927469387754,-86.7501224489796
Green Cleaners,Min,Kim,8006 Highway 100,Nashville,TN,(615) 646-7910,Cleaners,Cleaners,,"$225,000 ",Nashville,8006 Highway 100,36.04562034600189,-86.95018017873936
Habitat For Humanity,Randell,Kim,109 Noah Dr,Franklin,TN,(615) 807-2064,Social Service & Welfare Organizations,Social Service & Welfare Organizations,Home Improvements,$0 ,Nashville,109 Noah Dr,35.89980338436214,-86.86549053002514
Hair Plus Beauty Supply,Sam,Kim,3246 Jackson Ave,Memphis,TN,(901) 454-7666,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$306,000 ",Memphs,3246 Jackson Ave,35.16542527690422,-89.95220426512044
Hair World,Young,Kim,411 Gallatin Pike S,Madison,TN,(615) 860-1135,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$392,000 ",Nashville,411 Gallatin Pike S,,
Hawk Newco LLC,Dean,Kim,200 4th Ave S # 100,Nashville,TN,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Nashville,200 4th Ave S,36.158921,-86.77573
Heritage Dental Lab-Chatt,Michelle,Kim,8489 E Brainerd Rd,Chattanooga,TN,(423) 894-3976,Dentists,Dentists,Laboratories-Dental,"$1,107,000 ",Chattanooga,8489 E Brainerd Rd,35.0170211,-85.180019
Hillsboro Cleaners,Dongsook,Kim,4117 Hillsboro Pike # 105,Nashville,TN,(615) 269-5437,Cleaners,Cleaners,,"$75,000 ",Nashville,4117 Hillsboro Pike,36.101691063734606,-86.81806181674379
J S Beauty & Hair,Jung S,Kim,5300 Nolensville Pike # 105,Nashville,TN,(615) 332-0740,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$261,000 ",Nashville,5300 Nolensville Pike,36.053557,-86.714888
Jackson Bowling & Skating Ctr,Young,Kim,59 Bowling Dr,Jackson,TN,(731) 668-2695,Bowling Centers,Bowling Centers,Carts-Motorized,"$230,000 ",Jackson,59 Bowling Dr,35.709667381055084,-88.85287116459149
Japanese Steak Hse & Sushi Bar,Sunny,Kim,5621 Brainerd Rd,Chattanooga,TN,(423) 892-0404,Restaurants,Restaurants,,"$760,000 ",Chattanooga,5621 Brainerd Rd,35.01088100005012,-85.21691927466964
Jason Foundation Inc,Kathleen,Kim,18 Volunteer Dr,Hendersonville,TN,(615) 264-2323,Crisis Intervention Service,Crisis Intervention Service,Educational Materials,"$856,000 ",Nashville,18 Volunteer Dr,36.30966573679013,-86.61901960036774
Jubilee School,Christina,Kim,141 Belle Forest Cir,Nashville,TN,(615) 454-2392,Schools-Performing Arts,Schools-Performing Arts,,$0 ,Nashville,141 Belle Forest Cir,36.0759674508526,-86.92366462081776
K & S World Market,Yong,Kim,4225 Nolensville Pike,Nashville,TN,(615) 832-8881,Grocers-Retail,Grocers-Retail,,"$481,000 ",Nashville,4225 Nolensville Pike,36.075198,-86.7256687
K K Auto,Kap,Kim,1602 Bradyville Pike,Murfreesboro,TN,(615) 809-2813,Automobile/Trucks Dealers-Used,Automobile/Trucks Dealers-Used,Automobile Repairing & Service,"$337,000 ",Nashville,1602 Bradyville Pike,35.82515509446651,-86.36579761813064
Kenco Group Inc,Frederick,Kim,2001 Riverside Dr # 3000,Chattanooga,TN,(423) 756-5552,Transportation Consultants,Transportation Consultants,Mechanical Handling Equipment Mfrs,$0 ,Chattanooga,2001 Riverside Dr,35.063256,-85.270328
Kim Bora DMD,Bora,Kim,1019 Beaty Blvd # 600,Gallatin,TN,(615) 989-6611,Dentists,Dentists,,$0 ,Nashville,1019 Beaty Blvd,,
