Company Name,Executive First Name,Executive Last Name,Address,City,State,Phone Number Combined,Primary SIC Description,SIC Code 1 Description,SIC Code 2 Description,Location Sales Volume Actual,Metro Area 1,Address1,lat,lon
Custom Nonwoven Inc,J M,Kim,1015 Munsford Dr,New Albany,MS,(662) 539-6103,Furniture-Mfrs' Equip & Supls (Whls),Furniture-Mfrs' Equip & Supls (Whls),Furniture-Manufacturers Equip/Supls-Mfrs,"$23,434,000 ",,1015 Munsford Dr,34.51007067,-89.03890399
International Paper Co,Kellum,Kim,371 Manufacturers Rd,Columbus,MS,(662) 243-6900,Paper-Manufacturers,Paper-Manufacturers,Lumber-Manufacturers,"$48,153,000 ",Columbus,371 Manufacturers Rd,,
Kim Mike Sunwoo DO,Mike S,Kim,301 Fisher St # 1g123,Keesler AFB,MS,(678) 492-7113,Physicians & Surgeons,Physicians & Surgeons,,"$854,000 ",Gulfport,301 Fisher St,,
Kim Woo Sung MD,Woo S,Kim,415 S 28th Ave,Hattiesburg,MS,(601) 288-4329,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Hattiesburg,415 S 28th Ave,31.31906225,-89.33190015
"Kim, Bomee OD",Bomee,Kim,1053 River Oaks Dr,Flowood,MS,(601) 969-1430,Optometrists OD,Optometrists OD,,"$303,000 ",Jackson,1053 River Oaks Dr,32.3274797,-90.10614272
"Kim, Daniel K MD",Daniel K,Kim,314 Sgt Prentiss Dr,Natchez,MS,(601) 442-3713,Physicians & Surgeons,Physicians & Surgeons,,"$478,000 ",Natchez,314 Sgt Prentiss Dr,,
"Kim, Hyung Wook MD",Hyung Wook,Kim,2500 N State St,Jackson,MS,(601) 984-5900,Physicians & Surgeons,Physicians & Surgeons,,"$640,000 ",Jackson,2500 N State St,32.32938955,-90.17252057
"Kim, Philip MD",Philip,Kim,301 Fisher St,Keesler AFB,MS,(228) 377-1110,Physicians & Surgeons,Physicians & Surgeons,,"$854,000 ",Gulfport,301 Fisher St,,
Kims Beauty,Kay,Kim,207 E Peace St,Canton,MS,(601) 859-8989,Hair Goods & Supplies-Retail,Hair Goods & Supplies-Retail,Beauty Salons,"$105,000 ",Jackson,207 E Peace St,32.61267824,-90.03202171
Mississippi Braves,Insung,Kim,1 Braves Way,Pearl,MS,(601) 932-8788,Sports Clubs,Sports Clubs,Athletic Organizations,"$569,000 ",Jackson,1 Braves Way,,
New York Fashion,Huisun,Kim,1710 University Ave,Oxford,MS,(662) 234-3182,Women's Apparel-Retail,Women's Apparel-Retail,Cosmetics & Perfumes-Retail,"$243,000 ",Oxford,1710 University Ave,34.36296435,-89.5131469
Queen Beauty,Chul,Kim,530 Main St,Philadelphia,MS,(601) 650-0095,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$284,000 ",,530 Main St,32.770868,-89.108224
Quick Clean,Lien,Kim,1171 Judge Sekul Ave,Biloxi,MS,(228) 435-1908,Cleaners,Cleaners,Federal Government Contractors,"$384,000 ",Gulfport,1171 Judge Sekul Ave,30.40063795,-88.90710675
Simpson County School District,Holloway,Kim,111 Education Ln,Mendenhall,MS,(601) 847-8000,School Districts,School Districts,Federal Government Contractors,$0 ,Jackson,111 Education Ln,,
Sky Dry Cleaners,Hwan,Kim,4242 Popps Ferry Rd,Diberville,MS,(228) 207-0370,Cleaners,Cleaners,,"$39,000 ",Gulfport,4242 Popps Ferry Rd,,
Total Look,Ann,Kim,408 Highway 12 W,Starkville,MS,(662) 324-2247,Beauty Salons,Beauty Salons,Convenience Stores,"$69,000 ",Starkville,408 Highway 12 W,,
Underground,Yong,Kim,1200 E County Line Rd # 257,Ridgeland,MS,(601) 977-0180,T-Shirts-Retail,T-Shirts-Retail,,"$474,000 ",Jackson,1200 E County Line Rd,32.4037518,-90.1297069
Voice Of Calvary Ministries,Brewer,Kim,531 W Capitol St,Jackson,MS,(601) 944-9570,Ministries-Out Reach,Ministries-Out Reach,Federal Government Contractors,$0 ,Jackson,531 W Capitol St,32.30165853,-90.19487599
Walgreens,Minjeong,Kim,3341 Halls Ferry Rd,Vicksburg,MS,(601) 661-9340,Pharmacies,Pharmacies,Variety Stores,"$1,357,000 ",Vicksburg,3341 Halls Ferry Rd,32.31409309,-90.87632212
Whitestone Transportation,James,Kim,17 Shiloh Church Rd,Moselle,MS,(601) 545-7547,Trucking,Trucking,Trucking-Motor Freight,"$25,079,000 ",Laurel,17 Shiloh Church Rd,,
Animal Medical Ctr-Hattiesburg,Calhoun,Na,3422 Hardy St,Hattiesburg,MS,(601) 264-5785,Pet Training,Pet Training,Veterinarians,"$468,000 ",Hattiesburg,3422 Hardy St,31.32455915,-89.34160213
Joy Beauty,Young,Nam,1630 Denny Ave,Pascagoula,MS,(228) 471-5906,Beauty Salons-Equipment & Supplies (Whls),Beauty Salons-Equipment & Supplies (Whls),Beauty Salons,"$3,912,000 ",Gulfport,1630 Denny Ave,30.37074087,-88.54833987
Hair Plus Beauty Supply,Jeewon,Roh,265 Meadowbrook Rd,Jackson,MS,(601) 366-9999,Beauty Salons-Equipment & Supplies (Whls),Beauty Salons-Equipment & Supplies (Whls),Wigs Toupees & Hairpieces,"$2,296,000 ",Jackson,265 Meadowbrook Rd,32.35012306,-90.17613676
Eve's Shoes,Misun,Rim,1200 E County Line Rd # 286,Ridgeland,MS,(601) 956-4747,Shoes-Retail,Shoes-Retail,,"$111,000 ",Jackson,1200 E County Line Rd,32.4037518,-90.1297069
Kim's Beauty Plus,Joe,Yim,2306 W Main St,Tupelo,MS,(662) 844-2883,Beauty Salons,Beauty Salons,Cosmetics & Perfumes-Retail,"$69,000 ",Tupelo,2306 W Main St,34.25603206,-88.73986769
Donalds Donuts-Southaven,Brett,Lim,1176 Church Rd W,Southaven,MS,(662) 253-8584,Doughnuts,Doughnuts,,"$26,000 ",Memphs,1176 Church Rd W,34.93363228,-90.01070879
Donut Palace,Amanda,Lim,119 Bozeman Rd,Madison,MS,(601) 898-2211,Doughnuts,Doughnuts,Bakers-Retail,"$155,000 ",Jackson,119 Bozeman Rd,32.48313119,-90.14069959
"Lim, Crystal S Phd",Crystal S,Lim,2500 N State St,Jackson,MS,(601) 984-5815,Psychologists,Psychologists,,"$56,000 ",Jackson,2500 N State St,32.32938955,-90.17252057
Sumrall United Methodist Chr,Hongsik,Yoo,145 Center Ave,Sumrall,MS,(601) 758-0075,Churches,Churches,,$0 ,Hattiesburg,145 Center Ave,31.4173241,-89.54493787
Tylertown United Methodist Chr,Hong-Sik,Yoo,902 Beulah Ave,Tylertown,MS,(601) 876-3623,Churches,Churches,,$0 ,,902 Beulah Ave,31.11948296,-90.15808266
Angels Beauty & Fashion,Eun,Mok,414 N Applegate St,Winona,MS,(662) 283-4349,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$131,000 ",,414 N Applegate St,33.48841343,-89.73608795
Bay Town Inn,Nikki,Moon,208 N Beach Blvd,Bay Saint Louis,MS,(504) 421-0960,Bed & Breakfast Accommodations,Bed & Breakfast Accommodations,Hotels & Motels,"$242,000 ",Gulfport,208 N Beach Blvd,30.332414,-89.330817
Big 2 Engine Rebuilders Inc,Pat,Moon,3214 25th Ave,Gulfport,MS,(228) 863-5425,Machine Shops (Mfrs),Machine Shops (Mfrs),Automobile Parts-Used & Rebuilt (Whls),"$602,000 ",Gulfport,3214 25th Ave,30.38974065,-89.09280551
Center For Community Dev,Beverly,Moon,1417 College St,Cleveland,MS,(662) 846-4358,Non-Profit Organizations,Non-Profit Organizations,,$0 ,Cleveland,1417 College St,33.7393219,-90.7351344
City Of Natchez Water Works,Tony,Moon,150 N Shields Ln,Natchez,MS,(601) 445-5521,Water & Sewage Companies-Utility,Water & Sewage Companies-Utility,Government Offices-City/Village & Twp,$0 ,Natchez,150 N Shields Ln,31.54722024,-91.37509171
Heatcraft Inc,David Wayne,Moon,3984 Highway 51 S,Grenada,MS,(662) 229-2000,Heat Transfer Materials (Mfrs),Heat Transfer Materials (Mfrs),Air Conditioning Contractors & Systems,"$618,000 ",Grenada,3984 Highway 51 S,,
Jc Penney,Elisia,Moon,6620 Towne Center Loop # E,Southaven,MS,(662) 536-1428,Department Stores,Department Stores,Clothing & Accessories Men Big & Tall,"$3,428,000 ",Memphs,6620 Towne Center Loop,,
Landau Uniform,Marla,Moon,8410 W Sandidge Rd,Olive Branch,MS,(662) 895-7200,Uniforms & Accessories,Uniforms & Accessories,Mens & Boys Work Clothing (Mfrs),"$25,818,000 ",Memphs,8410 W Sandidge Rd,34.947661,-89.8431214
Lenora's Restaurant,Terry,Moon,309 N Lamar Blvd,Oxford,MS,(662) 236-1144,Restaurants,Restaurants,,"$549,000 ",Oxford,309 N Lamar Blvd,34.3680375,-89.5186294
Links The Oxford Golf-Athletic,Leslie,Moon,44 Private Road 3151,Oxford,MS,(662) 234-4875,Clubs,Clubs,,"$1,032,000 ",Oxford,44 Private Road 3151,34.35648165,-89.58710083
Lynk Health,William R,Moon,10 Canebrake Blvd # 110-018,Flowood,MS,(601) 859-4342,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Jackson,10 Canebrake Blvd,32.3180268,-90.0919581
Magnolia Regional Health Ctr,Maxine,Moon,611 Alcorn Dr,Corinth,MS,(662) 293-1000,Hospitals,Hospitals,Nursing & Convalescent Homes,$0 ,Corinth,611 Alcorn Dr,34.93550625,-88.56034066
Maids,Polly,Moon,517 Liberty Rd # 2a,Flowood,MS,(601) 932-7171,House Cleaning,House Cleaning,Printing-Management Services (Mfrs),"$1,440,000 ",Jackson,517 Liberty Rd,32.341645,-90.077092
Mississippi Manufacturers Assn,Jay,Moon,720 N President St,Jackson,MS,(601) 948-1222,Associations,Associations,Non-Profit Organizations,$0 ,Jackson,720 N President St,32.30723257,-90.18010141
"Moon, Devi Dove",Devi Dove,Moon,114 N Lehmberg Rd,Columbus,MS,(662) 251-2603,Nurses-Practitioners,Nurses-Practitioners,,$0 ,Columbus,114 N Lehmberg Rd,33.49350361,-88.3644217
OK Tire Store Of Aberdeen,Dennis,Moon,413 Highway 145 N,Aberdeen,MS,(662) 369-2416,Tire-Dealers-Retail,Tire-Dealers-Retail,,"$347,000 ",,413 Highway 145 N,,
Rc Korean Restaurant,Richard,Moon,1670 Pass Rd # E,Biloxi,MS,(228) 432-7666,Restaurants,Restaurants,,"$143,000 ",Gulfport,1670 Pass Rd,30.4032626,-88.9370174
Sunflower Diagnostic Ctr,Nancy,Moon,101 E Floyce St,Ruleville,MS,(662) 756-2100,Diagnostic Imaging Centers,Diagnostic Imaging Centers,,"$559,000 ",Indianola,101 E Floyce St,33.7250627,-90.5494458
Verve Creative,Rich,Moon,1013 Wakefield Pl,Brandon,MS,(601) 914-7219,Marketing Programs & Services,Marketing Programs & Services,Publishing-Desktop,"$342,000 ",Jackson,1013 Wakefield Pl,,
Young Fashion,Kyong,Pak,725 Front Street Ext # 800,Meridian,MS,(601) 553-8506,Clothing-Retail,Clothing-Retail,,"$320,000 ",Meridian,725 Front Street Ext,,
Young Fashion,Kyong,Pak,832 Highway 19 N,Meridian,MS,(601) 693-9428,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$387,000 ",Meridian,832 Highway 19 N,,
C C Lynch & Assoc,Clifford R,Park,300 Davis Ave # 103,Pass Christian,MS,(228) 452-4612,Engineers-Professional,Engineers-Professional,Federal Government Contractors,"$3,473,000 ",Gulfport,300 Davis Ave,30.31983085,-89.24298959
Campbell Clinic Orthopaedics,Ashley L,Park,7545 Airways Blvd,Southaven,MS,(901) 759-3100,Physicians & Surgeons,Physicians & Surgeons,,"$610,000 ",Memphs,7545 Airways Blvd,34.96926777,-89.98999951
Community Rehab,Hyun,Park,11010 David St,Gulfport,MS,(228) 832-8327,Physical Therapists,Physical Therapists,,"$58,000 ",Gulfport,11010 David St,30.445907,-89.089137
Habitat For Humanity,Danny,Park,13 W Washington St,Pontotoc,MS,(662) 488-9090,Social Service & Welfare Organizations,Social Service & Welfare Organizations,Christian Ministries,"$60,000 ",Tupelo,13 W Washington St,34.24706217,-88.99905765
Habitat For Humanity,Danny,Park,50 W Marion St,Pontotoc,MS,(662) 488-9090,Social Service & Welfare Organizations,Social Service & Welfare Organizations,,"$119,000 ",Tupelo,50 W Marion St,34.2462372,-89.0016554
Hair Depot Salon & Beauty,Joon,Park,1801 Highway 1 S,Greenville,MS,(662) 378-5844,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$335,000 ",Greenville,1801 Highway 1 S,,
Hairport,Joyce,Park,1309a Battleground Dr,Iuka,MS,(662) 423-9855,Beauty Salons,Beauty Salons,,"$139,000 ",,1309a Battleground Dr,34.8052536,-88.2020218
Jackson Safe & Lock Co,Skip,Park,842 Larson St,Jackson,MS,(601) 353-4226,Locks & Locksmiths,Locks & Locksmiths,Signs & Advertising Specialties (Mfrs),"$160,000 ",Jackson,842 Larson St,32.3072852,-90.16742305
Korean American Chr Of Jackson,Chan Shin,Park,1659 Springridge Rd,Raymond,MS,(601) 922-8459,Churches,Churches,,$0 ,Jackson,1659 Springridge Rd,,
Merle Norman Cosmetic Studio,Joyce,Park,1309 Battleground Dr # A,Iuka,MS,(662) 423-9855,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$693,000 ",,1309 Battleground Dr,34.80213156,-88.20377013
New Albany Medical Group,Christopher,Park,300 Oxford Rd,New Albany,MS,(662) 534-8166,Physicians & Surgeons,Physicians & Surgeons,,"$390,000 ",,300 Oxford Rd,34.4954197,-89.03345938
PAR-Co Drilling Inc,Debbie,Park,144 Providence Rd,Natchez,MS,(601) 442-6421,Oil & Gas Exploration & Development,Oil & Gas Exploration & Development,,"$150,000 ",Natchez,144 Providence Rd,31.53124925,-91.41470092
Park Dental Group-CLINTON Pllc,Young,Park,226 Highway 80 E,Clinton,MS,(601) 339-2086,Dentists,Dentists,,$0 ,Jackson,226 Highway 80 E,,
Park Dental Group-FLOWOOD Pllc,Young,Park,105 Ridge Way # 3,Flowood,MS,(601) 203-1654,Dentists,Dentists,,$0 ,Jackson,105 Ridge Way,32.3391733,-90.0699221
Park Dental Group-Pascagoula,Young Chan,Park,4001 Denny Ave # 1,Pascagoula,MS,(228) 471-3970,Dentists,Dentists,,$0 ,Gulfport,4001 Denny Ave,30.3832787,-88.5198509
Park Dental Group-TUPELO Pllc,Young Chan,Park,3999 N Gloster St # D,Tupelo,MS,(662) 778-2002,Dentists,Dentists,,$0 ,Tupelo,3999 N Gloster St,34.31501626,-88.70682349
Park Medical Clinic,Christopher,Park,11 E Jefferson St,Pontotoc,MS,(662) 499-2802,Clinics,Clinics,Physicians & Surgeons,"$318,000 ",Tupelo,11 E Jefferson St,34.24849225,-88.99892254
"Park, Christopher Do",Christopher,Park,3104 Adams Farm Rd # D,Belden,MS,(662) 205-4203,Physicians & Surgeons,Physicians & Surgeons,,"$653,000 ",Tupelo,3104 Adams Farm Rd,,
"Park, Je Hyung MD",Je Hyung,Park,81 Mdg / Sgh,Keesler AFB,MS,Not Available,Physicians & Surgeons,Physicians & Surgeons,,"$854,000 ",Gulfport,81 Mdg / Sgh,,
PFG Precision Optics Inc,Stephanie,Park,733 Bienville Blvd,Ocean Springs,MS,(228) 875-0165,Comparators (Mfrs),Comparators (Mfrs),Physicians & Surgeons Equip & Supls-Mfrs,"$4,391,000 ",Gulfport,733 Bienville Blvd,30.41610599,-88.83177886
Pontotoc Spring,Danny,Park,260 Industrial Dr,Pontotoc,MS,(662) 489-7846,Steel Spring-Except Wire (Mfrs),Steel Spring-Except Wire (Mfrs),Automobile Parts & Supplies-Wholesale,"$7,192,000 ",Tupelo,260 Industrial Dr,34.26188692,-89.01089365
Primos Cafe Restaurant,Kenya,Park,201 Baptist Dr,Madison,MS,(601) 853-3340,Restaurants,Restaurants,,"$358,000 ",Jackson,201 Baptist Dr,32.4705658,-90.141002
Queens Pin Beauty Supply,Chris,Park,1513 Highway 72 E,Corinth,MS,(662) 286-0013,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$330,000 ",Corinth,1513 Highway 72 E,,
South Haven Shoe Repair,Philip,Park,9060 Millbranch Rd,Southaven,MS,(662) 342-1269,Shoe & Boot Repairing,Shoe & Boot Repairing,,"$49,000 ",Memphs,9060 Millbranch Rd,34.99341879,-90.00786117
Southern Thunder Harley-Dvdsn,Kathy,Park,4870 Venture Dr,Southaven,MS,(662) 349-1099,Motorcycles & Motor Scooters-Dealers,Motorcycles & Motor Scooters-Dealers,Motorcycles & Motor Scooters-Supplies,"$5,445,000 ",Memphs,4870 Venture Dr,34.9322635,-89.997134
Stuart C Irby Co,Tim,Park,815 Irby Dr,Jackson,MS,(601) 969-1811,Electric Equipment & Supplies-Wholesale,Electric Equipment & Supplies-Wholesale,General Contractors,$0 ,Jackson,815 Irby Dr,,
Superlube Plus,Don,Park,805 Highway 72 W,Corinth,MS,(662) 287-7212,Automobile Lubrication Service,Automobile Lubrication Service,,"$69,000 ",Corinth,805 Highway 72 W,,
Teledyne Optech Inc,K Y,Park,7225 Stennis Airport Rd # 400,Kiln,MS,(228) 252-1004,Optical Instruments & Lenses (Mfrs),Optical Instruments & Lenses (Mfrs),Manufacturers,$0 ,Gulfport,7225 Stennis Airport Rd,,
Total Look,Sanwoo,Park,2867 Mcdowell Road Ext,Jackson,MS,(601) 371-7703,Beauty Salons,Beauty Salons,Hair Goods & Supplies-Retail,"$65,000 ",Jackson,2867 Mcdowell Road Ext,,
Twins Beauty Supply,Unson,Park,108 N Harvey St,Greenville,MS,(662) 378-2425,Beauty Salons,Beauty Salons,,"$120,000 ",Greenville,108 N Harvey St,33.40776259,-91.05375938
Business Consultants,Patrica,Bang,11145 Highway 26 W,Lucedale,MS,(601) 947-2578,Accounting & Bookkeeping General Svc,Accounting & Bookkeeping General Svc,,"$232,000 ",,11145 Highway 26 W,,
Dollar General,Patricia,Bang,24300 Highway 80,Lake,MS,(601) 775-0328,Variety Stores,Variety Stores,Department Stores,"$749,000 ",,24300 Highway 80,,
Laurel Pediatric & Adolescent,Terry L,Bang,234 S 12th Ave,Laurel,MS,(601) 649-3520,Physicians & Surgeons,Physicians & Surgeons,,"$371,000 ",Laurel,234 S 12th Ave,31.68787908,-89.141436
Pass Christian Early Childhood,Meridith,Bang,205 Leovy Ave,Pass Christian,MS,(228) 452-5210,Child Care Service,Child Care Service,,"$114,000 ",Gulfport,205 Leovy Ave,30.31434839,-89.25318048
Regal Nails Salon & Spa,Kevin,Bang,6811 Southcrest Pkwy,Southaven,MS,(662) 349-5615,Manicuring,Manicuring,Beauty Salons,"$129,000 ",Memphs,6811 Southcrest Pkwy,34.9597319,-89.99611116
A OK Cleaners,Kenny,Suh,2440 Mount Pleasant Rd,Hernando,MS,(662) 429-7016,Cleaners,Cleaners,,"$476,000 ",Memphs,2440 Mount Pleasant Rd,34.82455714,-89.98438986
"Sung, Minyoung",Minyoung,Sung,1214 Highway 45 N,Columbus,MS,(662) 312-6949,Pharmacists,Pharmacists,,"$52,000 ",Columbus,1214 Highway 45 N,,
Osaka Japanese Restaurant,Tommy,So,4325 Lakeland Dr,Flowood,MS,(601) 936-7000,Restaurants,Restaurants,,"$364,000 ",Jackson,4325 Lakeland Dr,32.33217984,-90.1306285
Beauty Plus,Peter,Song,151 Stateline Rd W # A,Southaven,MS,(662) 393-7865,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$319,000 ",Memphs,151 Stateline Rd W,34.9913244,-89.9926287
Quick Stop,Paul,Sin,1920 Drummond St,Vicksburg,MS,(601) 636-3236,Convenience Stores,Convenience Stores,,"$501,000 ",Vicksburg,1920 Drummond St,32.34270247,-90.88037429
First Presbyterian Church,Jang Won,Shin,1100 W Highway 8,Cleveland,MS,(662) 843-4239,Clergy,Clergy,Churches,$0 ,Cleveland,1100 W Highway 8,,
Lamar Strip Ctr,Don,Shin,1031 Highway 72,Lamar,MS,(662) 252-5200,Service Stations-Gasoline & Oil,Service Stations-Gasoline & Oil,Convenience Stores,"$3,869,000 ",Memphs,1031 Highway 72,,
Shoe Carnival,Jay,Shin,15146 Crossroads Pkwy,Gulfport,MS,(228) 539-0233,Shoes-Retail,Shoes-Retail,Boots-Wholesale,"$3,579,000 ",Gulfport,15146 Crossroads Pkwy,30.43685358,-89.09264025
Ellisville Donuts & Kolaches,Dany,Sim,103 W Ivy St,Ellisville,MS,(601) 817-4030,Doughnuts,Doughnuts,Restaurants,"$45,000 ",Laurel,103 W Ivy St,31.6044341,-89.1966367
Ichiban Buffet-Madison,Alex,An,146 Grandview Blvd,Madison,MS,(601) 707-2860,Restaurants,Restaurants,,"$358,000 ",Jackson,146 Grandview Blvd,,
Starkville Korean Church,Woo Jun,Yang,115 S Lafayette St,Starkville,MS,(415) 847-1668,Churches,Churches,,$0 ,Starkville,115 S Lafayette St,33.46358172,-88.81509781
N Y Beauty,SE J,OH,485 Highway 6 E,Batesville,MS,(662) 561-0077,Beauty Salons,Beauty Salons,Beauty Salons-Equipment & Supplies (Whls),"$67,000 ",,485 Highway 6 E,,
Diabetes & Endocrine Institute,Pat,Woo,2610 Courthouse Cir,Flowood,MS,(601) 932-1223,Clinics,Clinics,,"$2,642,000 ",Jackson,2610 Courthouse Cir,,
Diabetes & Endocrine Institute,Wayne,Woo,2610 Courthouse Cir,Flowood,MS,(601) 932-1223,Physicians & Surgeons,Physicians & Surgeons,,"$610,000 ",Jackson,2610 Courthouse Cir,,
Ole Miss,Laurie,Woo,1 Student Union Dr,University,MS,(662) 915-7137,Books School & Textbooks,Books School & Textbooks,Book Dealers-Retail,"$1,573,000 ",Oxford,1 Student Union Dr,34.3677844,-89.534977
"Woo, Shaquilla",Shaquilla,Woo,314 Sgt Prentiss Dr,Natchez,MS,(601) 442-7878,Pharmacists,Pharmacists,,$0 ,Natchez,314 Sgt Prentiss Dr,,
Cytogenetics Laboratory,Cheng,Yu,2500 N State St,Jackson,MS,(601) 984-1903,Physicians & Surgeons,Physicians & Surgeons,,"$1,493,000 ",Jackson,2500 N State St,32.32938955,-90.17252057
Hairz,Sung,Yu,435 Azalea Dr,Waynesboro,MS,(601) 671-0499,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$140,000 ",,435 Azalea Dr,31.671343,-88.652492
Invictus Rx LLC,Lucas Fei,Yu,104 Business Park Dr # D-E,Ridgeland,MS,Not Available,Pharmacies,Pharmacies,,"$2,926,000 ",Jackson,104 Business Park Dr,32.40596505,-90.17778464
"Yu, Adam Ryan Dmd",Adam Ryan,Yu,301 Fisher St,Keesler AFB,MS,(228) 376-0511,Dentists,Dentists,,"$583,000 ",Gulfport,301 Fisher St,,
Beauty Land Beauty Supply,Taewon,Yoon,716 Bartur St,Hattiesburg,MS,(601) 545-5309,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Barbers Equipment & Supplies (Whls),"$630,000 ",Hattiesburg,716 Bartur St,31.31125963,-89.31255455
81st Medical Group-Keesler Med,Brenda,Yi,301 Fisher St # 1a132,Keesler AFB,MS,(228) 376-2550,Hospitals,Hospitals,Medical Centers,"$139,295,000 ",Gulfport,301 Fisher St,,
