Company Name,Executive First Name,Executive Last Name,Address,City,State,Phone Number Combined,Primary SIC Description,SIC Code 1 Description,SIC Code 2 Description,Location Sales Volume Actual,Metro Area 1,Address1,lat,lon
Equipment Depot,Joseph,Kang,16330 Air Center Blvd,Houston,TX,(903) 891-3000,Trucks-Industrial (Whls),Trucks-Industrial (Whls),,$0 ,Houston,16330 Air Center Blvd,,
Eugene Y Kang MD,Eugene Y,Kang,2717 W Baker Rd # 1,Baytown,TX,(281) 427-9505,Physicians & Surgeons,Physicians & Surgeons,,"$659,000 ",Houston,2717 W Baker Rd,29.76954526530612,-94.98772883673469
Everwood Inc,Lianli,Kang,6918 Corporate Dr # A13,Houston,TX,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Houston,6918 Corporate Dr,29.704521403070718,-95.55154984866475
Extraco Banks,Young,Kang,100 W Central Texas Expy,Harker Heights,TX,(254) 200-3600,Banks,Banks,Loans,"$5,092,000 ",Killeen-Tmpl,100 W Central Texas Expy,31.0729496,-97.6601157
Fast Break Food Mart,Paul,Kang,401 S Lake Dallas Dr,Lake Dallas,TX,(940) 497-5250,Service Stations-Gasoline & Oil,Service Stations-Gasoline & Oil,Convenience Stores,"$6,863,000 ",Dallas F Wth,401 S Lake Dallas Dr,33.11739,-97.02808
Finesense Global Inc,Yongqing,Kang,2301 W Plano Pkwy # 102,Plano,TX,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Dallas F Wth,2301 W Plano Pkwy,33.00751,-96.737685
Fish & Chicks,Minku,Kang,7955 Barker Cypress Rd # 200,Cypress,TX,(281) 656-8270,Restaurants,Restaurants,,"$319,000 ",Houston,7955 Barker Cypress Rd,29.8921508,-95.6844758
Fish Skillet Seafood,Minku,Kang,12289 W Houston Ctr Blvd # A,Houston,TX,(281) 741-7165,Restaurants,Restaurants,,"$382,000 ",Houston,12289 W Houston Ctr Blvd,29.735617650485437,-95.59249405825243
Gastroenterology Consultants,Hyon S,Kang,9918 Vintage Villa Dr,Houston,TX,Not Available,Medical Management Consultants,Medical Management Consultants,,"$617,000 ",Houston,9918 Vintage Villa Dr,,
Gensler,Yunhee,Kang,909 Fannin St # 200,Houston,TX,(713) 844-0000,Architects,Architects,Interior Decorators Design & Consultants,"$12,514,000 ",Houston,909 Fannin St,29.7562118,-95.3632783
Get It Beauty Eppo Eppo,Joanne M,Kang,11445 Emerald St # 120d,Dallas,TX,Not Available,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$350,000 ",Dallas F Wth,11445 Emerald St,32.897193900000005,-96.90002307382198
Gin Star Cleaners,Soa,Kang,3312 N Buckner Blvd # 230,Dallas,TX,(214) 320-1804,Cleaners,Cleaners,,"$187,000 ",Dallas F Wth,3312 N Buckner Blvd,32.80160337418886,-96.6820260486686
Ginghis Donuts & Lunch,Ginghis,Kang,2211 N Story Rd,Irving,TX,(972) 255-6632,Restaurants,Restaurants,,"$62,000 ",Dallas F Wth,2211 N Story Rd,32.8301698,-96.9765138
Glaze Donuts,Channdara,Kang,4517 N Highway 146,Baytown,TX,(832) 926-4926,Doughnuts,Doughnuts,,"$133,000 ",Houston,4517 N Highway 146,29.8082541,-94.9029321
Glazed Dounuts,Channdara,Kang,2707 Market St,Baytown,TX,Not Available,Doughnuts,Doughnuts,,"$133,000 ",Houston,2707 Market St,29.72686509285276,-95.00018417438449
Good Morning World LLC,Michael,Kang,802 N Main St,Cleburne,TX,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Dallas F Wth,802 N Main St,32.357502,-97.38936499099205
H M L Trading LLC,Le,Kang,7805 Element Ave,Plano,TX,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Dallas F Wth,7805 Element Ave,,
Haeun Group LLC,Hye I,Kang,2701 Old Denton Rd # 270,Carrollton,TX,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Dallas F Wth,2701 Old Denton Rd,32.9881463,-96.9103907
Hair & Co,Yueh Mei,Kang,2034a W Gray St # 130,Houston,TX,(713) 521-7070,Beauty Salons,Beauty Salons,,"$255,000 ",Houston,2034a W Gray St,29.7535995,-95.4099088
Hair City Beauty Supply,Matthew,Kang,5723 N Foster Rd # 106,San Antonio,TX,(210) 661-5234,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$401,000 ",San Antonio,5723 N Foster Rd,29.47873235338573,-98.35986925288672
Hebron Donuts,Yong,Kang,721 Hebron Pkwy # 106,Lewisville,TX,(214) 488-3732,Doughnuts,Doughnuts,,"$122,000 ",Dallas F Wth,721 Hebron Pkwy,33.01017975,-96.96951738249763
Heritage Cafe,Aeran,Kang,15825 Hope Village Rd,Friendswood,TX,Not Available,Restaurants,Restaurants,,"$510,000 ",Houston,15825 Hope Village Rd,29.5450144,-95.1796977
Hisun Motors Corp USA,Thomas,Kang,310 E University Dr,Mckinney,TX,(972) 446-0760,Automobile/Trucks Dealers-Used,Automobile/Trucks Dealers-Used,,"$1,356,000 ",Dallas F Wth,310 E University Dr,33.1914303,-96.5524297
Hot & Creamy Donuts,Joanna,Kang,301 Trophy Lake Dr # 108,Trophy Club,TX,(817) 567-3032,Doughnuts,Doughnuts,Restaurants,"$61,000 ",Dallas F Wth,301 Trophy Lake Dr,32.9988445,-97.2055339
Houston Pain Specialists,Hui S,Kang,5420 Dashwood Dr # 103,Houston,TX,(713) 664-2662,Pain Control,Pain Control,Physicians & Surgeons,"$2,573,000 ",Houston,5420 Dashwood Dr,29.707515979591836,-95.47486191836735
Houston Stat Medical Supply,Stanley S,Kang,12302 Van Buren St # A,Houston,TX,(713) 779-0644,Physicians & Surgeons Equip & Supls-Whls,Physicians & Surgeons Equip & Supls-Whls,Federal Government Contractors,"$10,130,000 ",Houston,12302 Van Buren St,29.7571261,-95.3940029
I C Semiconductor Inc,Joseph,Kang,7105 Avignon Dr,Round Rock,TX,(512) 963-1798,Computer & Equipment Dealers,Computer & Equipment Dealers,,"$269,000 ",Austin,7105 Avignon Dr,,
IQ 2020,Charles,Kang,2401 S Stemmons Fwy # 1130,Lewisville,TX,(972) 620-1234,Optical Goods-Retail,Optical Goods-Retail,,"$118,000 ",Dallas F Wth,2401 S Stemmons Fwy,33.00142115,-96.97068484283551
Jefferson Dental Clinic,Hee,Kang,701 S Stemmons Fwy # 270,Lewisville,TX,(972) 350-0111,Dentists,Dentists,Clinics,"$2,386,000 ",Dallas F Wth,701 S Stemmons Fwy,33.039977562436064,-97.00459597131862
Joa Realty,Susie,Kang,800 Newman Dr,Austin,TX,(512) 480-8384,Real Estate,Real Estate,Real Estate Buyers & Brokers,"$485,000 ",Austin,800 Newman Dr,30.2843295,-97.7757023793573
K Donuts,Dong,Kang,4601 Benbrook Hwy,Fort Worth,TX,(817) 732-3112,Doughnuts,Doughnuts,,"$138,000 ",Dallas F Wth,4601 Benbrook Hwy,32.706944750000005,-97.4484737850486
Kang & Lee Investment LLC,Jeong S,Kang,406 S Hampton Rd,Dallas,TX,Not Available,Investments,Investments,,"$2,383,000 ",Dallas F Wth,406 S Hampton Rd,32.74213282758418,-96.85662748402359
Kang Chia-DAN MD,Chia-Dan,Kang,1600 Providence Dr,Waco,TX,(254) 313-4200,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Waco,1600 Providence Dr,31.558698,-97.154626
Kang Cindy S DDS,Cindy S,Kang,15950 Eldorado Pkwy # 100,Frisco,TX,(972) 540-9977,Dentists,Dentists,,"$612,000 ",Dallas F Wth,15950 Eldorado Pkwy,33.1750146,-96.73501139999999
Kang DDS PA,Yoon C,Kang,1628 W Hebron Pkwy # 108,Carrollton,TX,(972) 492-0002,Dentists,Dentists,,"$572,000 ",Dallas F Wth,1628 W Hebron Pkwy,33.024096,-96.937871
Kang DDS PA,Yoon C,Kang,1628 W Hebron Pkwy # 108,Carrollton,TX,(972) 492-0002,Dentists,Dentists,,"$715,000 ",Dallas F Wth,1628 W Hebron Pkwy,33.024096,-96.937871
Kang Dental,Yoon C,Kang,2625 Old Denton Rd # 101,Carrollton,TX,(972) 242-3737,Dentists,Dentists,,"$747,000 ",Dallas F Wth,2625 Old Denton Rd,32.9870341,-96.9113886
Kang Dental,Yoon C,Kang,2625 Old Denton Rd # 101,Carrollton,TX,(972) 242-3737,Dentists,Dentists,,"$597,000 ",Dallas F Wth,2625 Old Denton Rd,32.9870341,-96.9113886
Kang Florena Sharon Mamb PT,Florena S,Kang,7502 Eldorado Pkwy # 100,Mckinney,TX,(469) 424-3212,Physical Therapists,Physical Therapists,,$0 ,Dallas F Wth,7502 Eldorado Pkwy,33.1741421,-96.7093746
Kang Grace DO,Grace,Kang,2401 S 31st St,Temple,TX,(254) 724-2111,Physicians & Surgeons,Physicians & Surgeons,,"$398,000 ",Killeen-Tmpl,2401 S 31st St,31.07785755,-97.36273013920454
Kang Hyon Sik DO,Hyon S,Kang,1331 W Grand Pkwy N # 350,Katy,TX,(281) 392-0425,Physicians & Surgeons,Physicians & Surgeons,,"$659,000 ",Houston,1331 W Grand Pkwy N,,
Kang Hyon Sik DO,Hyon S,Kang,21777 Merchants Way # 410,Katy,TX,(281) 895-2186,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Houston,21777 Merchants Way,,
Kang June DO,June,Kang,5903 Babcock Rd,San Antonio,TX,(210) 465-1000,Physicians & Surgeons,Physicians & Surgeons,,$0 ,San Antonio,5903 Babcock Rd,29.527232022911097,-98.60149487059186
Kang's Taekwondo,Sung Hwan,Kang,1389 W US Highway 77,San Benito,TX,(956) 361-4900,Martial Arts Instruction,Martial Arts Instruction,,"$65,000 ",Brownsville,1389 W US Highway 77,,
"Kang, Cynthia OD",Cynthia,Kang,6842 Lebanon Rd # 101,Frisco,TX,(972) 712-7890,Optometrists OD,Optometrists OD,,$0 ,Dallas F Wth,6842 Lebanon Rd,33.12416175,-96.8256417
"Kang, Daeyong J DDS",Daeyong J,Kang,697 Louisiana Rd,Dyess AFB,TX,(325) 696-4262,Dentists,Dentists,,$0 ,Abilene,697 Louisiana Rd,,
"Kang, Das Hey",Das Hey,Kang,1520 S Valley Mills Dr,Beverly Hills,TX,(254) 752-3986,Pharmacists,Pharmacists,,$0 ,Waco,1520 S Valley Mills Dr,31.5260156,-97.1414179
"Kang, David R MD",David R,Kang,1411 N Beckley Ave,Dallas,TX,(469) 713-2038,Physicians & Surgeons,Physicians & Surgeons,,"$723,000 ",Dallas F Wth,1411 N Beckley Ave,32.613402896551726,-96.82351489655173
"Kang, Deborah Dpt",Deborah,Kang,200 Medical Pkwy # 260,Lakeway,TX,(214) 684-3748,Physical Therapists,Physical Therapists,,"$77,000 ",Austin,200 Medical Pkwy,30.332131563022443,-97.97113433551574
"Kang, Esther S DDS",Esther S,Kang,6711 S New Brnfl Ave # 500,San Antonio,TX,(210) 531-3832,Dentists,Dentists,,"$530,000 ",San Antonio,6711 S New Brnfl Ave,,
"Kang, Hui MD",Hui,Kang,1111 Medical Plaza Dr # 250,The Woodlands,TX,(936) 755-4412,Physicians & Surgeons,Physicians & Surgeons,,"$662,000 ",Houston,1111 Medical Plaza Dr,30.172566492467674,-95.45397943504918
"Kang, Hyun Seon MD",Hyun Seon,Kang,1515 Holcombe Blvd,Houston,TX,(713) 792-6161,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Houston,1515 Holcombe Blvd,29.7076703,-95.39782993506569
"Kang, Jay H Do",Jay H,Kang,1140 Business Ctr Dr # 201,Houston,TX,(713) 271-6881,Physicians & Surgeons,Physicians & Surgeons,,"$659,000 ",Houston,1140 Business Ctr Dr,29.789462,-95.568081
"Kang, Julian Do",Julian,Kang,6411 Fannin St,Houston,TX,(713) 704-4000,Physicians & Surgeons,Physicians & Surgeons,,"$220,000 ",Houston,6411 Fannin St,29.713526700000003,-95.39627451784479
"Kang, June Do",June,Kang,3601 4th St # 9406,Lubbock,TX,(806) 743-6630,Physicians & Surgeons,Physicians & Surgeons,,"$794,000 ",Lubbock,3601 4th St,33.5894699,-101.8920203
"Kang, Jung A Dc",Jung A,Kang,1113 E Jefferson Blvd # 100,Dallas,TX,(469) 917-9208,Chiropractors DC,Chiropractors DC,,$0 ,Dallas F Wth,1113 E Jefferson Blvd,32.75401411199777,-96.81084471122463
"Kang, Kim",Kim,Kang,6217 Chapel Hill Blvd # 100,Plano,TX,(972) 842-9500,Nurses-Registered Rn,Nurses-Registered Rn,,$0 ,Dallas F Wth,6217 Chapel Hill Blvd,33.032445140635026,-96.83521843424485
"Kang, Kyongdeuk MD",Kyongdeuk,Kang,3500 Gaston Ave,Dallas,TX,(214) 820-0111,Physicians & Surgeons,Physicians & Surgeons,,"$723,000 ",Dallas F Wth,3500 Gaston Ave,32.789943199999996,-96.77792352832815
"Kang, Melissa L",Melissa L,Kang,1003 Richmond Ave,Houston,TX,(713) 807-8491,Pharmacists,Pharmacists,,"$74,000 ",Houston,1003 Richmond Ave,29.73362865,-95.391516919282
"Kang, Ran",Ran,Kang,10900 Jones Rd,Houston,TX,(281) 377-4995,Nurses-Practitioners,Nurses-Practitioners,,$0 ,Houston,10900 Jones Rd,29.9995781,-95.5854735
"Kang, Ryan S DDS",Ryan S,Kang,36000 Darnall Loop # 1048,Fort Hood,TX,(254) 285-2008,Dentists,Dentists,,"$528,000 ",Killeen-Tmpl,36000 Darnall Loop,,
"Kang, Taeuk",Taeuk,Kang,408 N Giraud,Cotulla,TX,(830) 879-2279,Physicians Assistants,Physicians Assistants,,$0 ,,408 N Giraud,28.437334,-99.2385585
"Kang, Tam T Pa",Tam T,Kang,17110 Dallas Pkwy # 100,Dallas,TX,Not Available,Physicians Assistants,Physicians Assistants,,"$66,000 ",Dallas F Wth,17110 Dallas Pkwy,32.9827166,-96.82777560118697
"Kang, Tam T Pa",Tam T,Kang,3920 W Wheatland Rd # 140,Dallas,TX,(972) 283-5998,Physicians Assistants,Physicians Assistants,,"$66,000 ",Dallas F Wth,3920 W Wheatland Rd,32.647683886969496,-96.88098109686315
"Kang, Younmyung Dpt",Younmyung,Kang,8830 Long Point Rd # 206,Houston,TX,(346) 802-3188,Physical Therapists,Physical Therapists,,$0 ,Houston,8830 Long Point Rd,29.803090941501047,-95.50736164070707
Kangster Corp,Esther M,Kang,2639 Walnut Hill Ln # 225,Dallas,TX,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Dallas F Wth,2639 Walnut Hill Ln,32.88154575,-96.88901684364768
Kasasa LTD,Jae,Kang,4516 Seton Center Pkwy # 300,Austin,TX,(512) 418-9590,Marketing Programs & Services,Marketing Programs & Services,Computer Services,$0 ,Austin,4516 Seton Center Pkwy,30.402483793345546,-97.74230793111518
Kdit Inc,Connie,Kang,955 Dairy Ashford Rd # 208,Houston,TX,(281) 496-3659,Importers (Whls),Importers (Whls),,"$1,078,000 ",Houston,955 Dairy Ashford Rd,29.777296666666665,-95.60643533333334
Keylessride,Steven,Kang,920 Rockmoor Dr,Georgetown,TX,(512) 864-3495,Automobile Accessories,Automobile Accessories,,"$6,813,000 ",Austin,920 Rockmoor Dr,30.61445614634146,-97.68864580487805
Kodako Inc,Peter,Kang,1217 Coit Rd,Plano,TX,(972) 867-9683,Restaurants,Restaurants,,"$474,000 ",Dallas F Wth,1217 Coit Rd,33.0154234,-96.7673223
Kolache Factory,Sangmin,Kang,1217 Coit Rd,Plano,TX,(972) 867-9683,Bakers-Retail,Bakers-Retail,Foods-Carry Out,"$1,328,000 ",Dallas F Wth,1217 Coit Rd,33.0154234,-96.7673223
Ky Fashions,Heayoung,Kang,1403 W Mount Houston Rd,Houston,TX,(281) 847-1830,Clothing-Retail,Clothing-Retail,,"$171,000 ",Houston,1403 W Mount Houston Rd,29.898110617798867,-95.42947894755244
