Company Name,Executive First Name,Executive Last Name,Address,City,State,Phone Number Combined,Primary SIC Description,SIC Code 1 Description,SIC Code 2 Description,Location Sales Volume Actual,Metro Area 1,Address1,lat,lon
Singer Haley Precision Lasik,Colinda,Go,4720 S I 10 Serv Rd W # 406,Metairie,LA,(504) 456-3155,Laser Vision Correction,Laser Vision Correction,Physicians & Surgeons,"$1,414,000 ",New Orleans,4720 S I 10 Serv Rd W,,
S J F Louisiana Food Inc,Richard,Ko,3867 Plaza Tower Dr,Baton Rouge,LA,Not Available,Food Products & Manufacturers,Food Products & Manufacturers,,"$3,905,000 ",Baton Rouge,3867 Plaza Tower Dr,30.41790324,-91.05057165
Woodmere Cleaners-Alterations,Koo,Ko,2010 Woodmere Blvd # E,Harvey,LA,(504) 348-7766,Cleaners,Cleaners,,"$114,000 ",New Orleans,2010 Woodmere Blvd,29.8711721,-90.0826028
B & B Quality Tire & Svc,Chan,Kong,700 W Admiral Doyle Dr,New Iberia,LA,(337) 365-0995,Tire-Dealers-Retail,Tire-Dealers-Retail,,"$2,565,000 ",Lafayette,700 W Admiral Doyle Dr,30.000953,-91.8421355
Quick Track,Renchuan,Kong,37010 Perkins Rd,Prairieville,LA,(225) 673-4198,Grocers-Retail,Grocers-Retail,Convenience Stores,"$362,000 ",Baton Rouge,37010 Perkins Rd,,
Tim's Seafood Deli,Van,Kong,1097 S Flannery Rd,Baton Rouge,LA,(225) 273-6179,Seafood-Retail,Seafood-Retail,,"$182,000 ",Baton Rouge,1097 S Flannery Rd,30.4547318,-91.0339363
Bossier City Red River Korean,Sungkil,Kwak,4901 Medical Dr,Bossier City,LA,(318) 752-0191,Religious Organizations,Religious Organizations,Churches,$0 ,Shreveport,4901 Medical Dr,32.462052,-93.66755388
"Koo, Dong Hyun DDS",Dong Hyun,Koo,1841 Bell Richard Ave,Fort Polk,LA,Not Available,Dentists,Dentists,,"$377,000 ",Ft Polk S,1841 Bell Richard Ave,31.040349,-93.209889
Alexandria Korean Baptist Chr,Nam,Ku,1801 Construction Rd,Alexandria,LA,(318) 787-5973,Churches,Churches,,$0 ,Alexandria,1801 Construction Rd,31.336935,-92.504984
"Ku, Timothy C MD",Timothy C,Ku,3900 N Causeway Blvd # 625,Metairie,LA,(504) 701-7077,Physicians & Surgeons,Physicians & Surgeons,,"$462,000 ",New Orleans,3900 N Causeway Blvd,30.0194331,-90.1562293
Neuro Technology Institute,Ginger,Ku,3535 S Swd Fr Blvd # 247,Baton Rouge,LA,(225) 293-6222,Associations,Associations,Physicians & Surgeons,$0 ,Baton Rouge,3535 S Swd Fr Blvd,,
Young's Garden Chinese Rstrnt,Wai Meng,Ku,2037 Williams Blvd,Kenner,LA,(504) 467-4412,Restaurants,Restaurants,Foods-Carry Out,"$744,000 ",New Orleans,2037 Williams Blvd,29.99297933,-90.24179587
California Provider's Ins,Ronny,Goo,2045 Highway 59,Mandeville,LA,(985) 674-8475,Insurance,Insurance,,"$144,000 ",New Orleans,2045 Highway 59,,
Beauty Style,Lee,Gwon,662 S Range Ave,Denham Springs,LA,(225) 667-7226,Beauty Salons,Beauty Salons,Hair Cutting/Styling Wigs/Hair Pieces,"$31,000 ",Baton Rouge,662 S Range Ave,30.477498,-90.95595282
Joe's Dry Cleaning,Michael,Kwon,2001 Saint Bernard Ave,New Orleans,LA,(504) 252-9653,Cleaners,Cleaners,Laundries,"$74,000 ",New Orleans,2001 Saint Bernard Ave,29.9771004,-90.0677367
John KWON MD,John,Kwon,105 Medical Center Dr,Slidell,LA,(985) 649-7190,Physicians & Surgeons,Physicians & Surgeons,,"$686,000 ",New Orleans,105 Medical Center Dr,30.28750676,-89.74560627
KWON John MD,John,Kwon,1532 Allen Toussaint Blvd,New Orleans,LA,(866) 624-7637,Physicians & Surgeons,Physicians & Surgeons,,$0 ,New Orleans,1532 Allen Toussaint Blvd,30.0201975,-90.0763203
"KWON, Hyunah",Hyunah,Kwon,916 N Pine St,Deridder,LA,(337) 462-2019,Pharmacists,Pharmacists,,$0 ,DE Ridder,916 N Pine St,30.85970008,-93.28817647
Kwons Tae KWON Do,Jackie,Kwon,905 E 1st St,Deridder,LA,(337) 462-5966,Martial Arts Instruction,Martial Arts Instruction,,"$201,000 ",DE Ridder,905 E 1st St,30.84689126,-93.26944796
6853 West End Boulevard LLC,Wan,Kim,3900 N Causeway Blvd # 1300,Metairie,LA,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,New Orleans,3900 N Causeway Blvd,30.0194331,-90.1562293
Abby's Cleaners LLC,Gary,Kim,3600 Severn Ave,Metairie,LA,Not Available,Cleaners,Cleaners,,"$171,000 ",New Orleans,3600 Severn Ave,30.01431405,-90.15950527
All Plus & Beauty World,Paul,Kim,3767 General Degaulle Dr # B,New Orleans,LA,(504) 376-1884,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$710,000 ",New Orleans,3767 General Degaulle Dr,,
B & J World Inc,Hak Bae,Kim,8808 Chef Menteur Hwy,New Orleans,LA,Not Available,Non-Profit Organizations,Non-Profit Organizations,,$0 ,New Orleans,8808 Chef Menteur Hwy,30.0146667,-89.9832855
Beacon Behavioral Hospital,Hyon S,Kim,64026 Highway 434 # 300,Lacombe,LA,(985) 882-0226,Physicians & Surgeons,Physicians & Surgeons,,"$686,000 ",New Orleans,64026 Highway 434,,
Beauty,James,Kim,9550 Cortana Pl,Baton Rouge,LA,(225) 923-3393,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons,"$294,000 ",Baton Rouge,9550 Cortana Pl,30.45959094,-91.09634253
Beauty & Fashion Outlet,Steven,Kim,908 N Parkerson Ave,Crowley,LA,(337) 783-8191,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$101,000 ",Lafayette,908 N Parkerson Ave,30.21831239,-92.37563061
Best Image,Jay,Kim,1401 W Esplanade Ave # 302,Kenner,LA,(504) 712-7970,Photo Finishing-Retail,Photo Finishing-Retail,,"$338,000 ",New Orleans,1401 W Esplanade Ave,30.0166715,-90.24934475
C & Son LLC,Jon,Kim,430 Pontchartrain Dr,Slidell,LA,(985) 649-0736,Convenience Stores,Convenience Stores,,"$411,000 ",New Orleans,430 Pontchartrain Dr,30.26545311,-89.78554634
C T Nails Spa,Kenny,Kim,4726 E Texas St,Bossier City,LA,(318) 741-9447,Manicuring,Manicuring,,"$76,000 ",Shreveport,4726 E Texas St,32.5336975,-93.6687776
Chitin Business Solutions LLC,Hyon S,Kim,23515 Highway 190,Mandeville,LA,(985) 626-6300,Nonclassified Establishments,Nonclassified Establishments,,$0 ,New Orleans,23515 Highway 190,30.3929716,-90.085828
Cove Hawaiian Grill Inc,James,Kim,9618 Jefferson Hwy # E,Baton Rouge,LA,(225) 300-8520,Restaurants,Restaurants,,"$420,000 ",Baton Rouge,9618 Jefferson Hwy,30.41101986,-91.07815356
D H K Hospitality Invstmnt Co,Dong Hun,Kim,603 Holiday Dr,Jennings,LA,Not Available,Investments,Investments,,"$1,367,000 ",Jennings,603 Holiday Dr,30.2434874,-92.66511211
Diva Fashion,Yoon,Kim,318 Snyder St,Tallulah,LA,(318) 493-5155,Clothing-Retail,Clothing-Retail,Clothing-Used,"$247,000 ",,318 Snyder St,32.409489,-91.191479
Ebony Beauty Supply,Dong Y,Kim,2221 Williams Blvd,Kenner,LA,(504) 712-3483,Beauty Salons-Equipment & Supplies (Whls),Beauty Salons-Equipment & Supplies (Whls),Cosmetics & Perfumes-Retail,"$3,871,000 ",New Orleans,2221 Williams Blvd,29.9967966,-90.24177875
Fashion World,Song,Kim,812 Julia St,Rayville,LA,(318) 728-2463,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$146,000 ",,812 Julia St,32.4745869,-91.75887682
Fashion World Beauty Supply,Juiyon,Kim,230 N Stanley Ave,Monroe,LA,(318) 323-4832,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$229,000 ",Monroe,230 N Stanley Ave,32.52049747,-92.08656064
Gina Fashion Jewelry Accessory,Sunghee,Kim,3835 Choctaw Dr,Baton Rouge,LA,(225) 355-3583,Jewelers-Retail,Jewelers-Retail,Cellular Telephones (Services),"$373,000 ",Baton Rouge,3835 Choctaw Dr,30.47036927,-91.15188303
Hi Fashion,S,Kim,3707 Greenwood Rd,Shreveport,LA,(318) 621-0077,Women's Apparel-Retail,Women's Apparel-Retail,,"$242,000 ",Shreveport,3707 Greenwood Rd,32.47305858,-93.80057317
Hoang Chiropractic Ctr,Hoang,Kim,3848 Veterans Blvd # 104,Metairie,LA,Not Available,Chiropractors DC,Chiropractors DC,,$0 ,New Orleans,3848 Veterans Blvd,30.0036094,-90.1705698
Hoang Kim LLC,Hoang,Kim,257 Lee Dr # K,Baton Rouge,LA,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Baton Rouge,257 Lee Dr,30.3957543,-91.158509
Honey Bee Supply,Yoontae,Kim,5 Fair Ave # B,Winnsboro,LA,(318) 435-5566,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Jewelers-Retail,"$632,000 ",,5 Fair Ave,32.17755931,-91.7249389
J S Kim LLC,J S,Kim,7046 Read Blvd,New Orleans,LA,Not Available,Attorneys,Attorneys,,"$1,136,000 ",New Orleans,7046 Read Blvd,30.03868461,-89.97709379
J's Mart,Man,Kim,724 S Union St,Opelousas,LA,(337) 407-0770,Beauty Salons-Equipment & Supplies (Whls),Beauty Salons-Equipment & Supplies (Whls),Convenience Stores,"$1,627,000 ",Opelousas,724 S Union St,30.52723871,-92.08209734
Joy Beauty & Fashion,Jun Ho,Kim,300 N Main St,Saint Martinville,LA,(337) 394-3393,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$2,285,000 ",Lafayette,300 N Main St,30.126532,-91.828317
Kim & Cha DELI LLC,Mi Jeon,Kim,2928 Manhattan Blvd # 169,Harvey,LA,Not Available,Restaurants,Restaurants,,"$298,000 ",New Orleans,2928 Manhattan Blvd,29.86718385,-90.04912255
Kim Andrew DMD,Andrew,Kim,1501 Kings Hwy,Shreveport,LA,(318) 626-0555,Dentists,Dentists,,$0 ,Shreveport,1501 Kings Hwy,32.4748575,-93.76614066
Kim Dongsoo David,Dongsoo D,Kim,1501 Kings Hwy,Shreveport,LA,(318) 813-2625,Physicians & Surgeons,Physicians & Surgeons,Dentists,$0 ,Shreveport,1501 Kings Hwy,32.4748575,-93.76614066
Kim Esther S,Esther S,Kim,9995 Florida Blvd,Walker,LA,(225) 283-5797,Speech Pathologists,Speech Pathologists,,$0 ,Baton Rouge,9995 Florida Blvd,30.48760994,-90.86765186
Kim Heeryoung MD,Heeryoung,Kim,2000 Canal St,New Orleans,LA,(504) 412-1580,Physicians & Surgeons,Physicians & Surgeons,,"$685,000 ",New Orleans,2000 Canal St,29.9596461,-90.0809545
Kim Hibachi Sushi Bar & Grill,Chantha,Kim,322 Dalwill Dr,Mandeville,LA,(985) 778-2160,Restaurants,Restaurants,,"$367,000 ",New Orleans,322 Dalwill Dr,,
Kim Hyon Su MD,Hyon S,Kim,23515 Highway 190,Mandeville,LA,(504) 250-5415,Physicians & Surgeons,Physicians & Surgeons,,"$686,000 ",New Orleans,23515 Highway 190,30.3929716,-90.085828
Kim Jong Kil DDS,Jong K,Kim,7223 Mississippi Ave # 1561,Fort Polk,LA,(337) 531-2603,Dentists,Dentists,,$0 ,Ft Polk S,7223 Mississippi Ave,31.038642,-93.211207
Kim Thanh LLC,Thanh,Kim,31804 LA Highway 16 # F,Denham Springs,LA,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Baton Rouge,31804 LA Highway 16,,
Kim Thu Tran LLC,Thu Tran,Kim,3605 Government St,Baton Rouge,LA,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Baton Rouge,3605 Government St,30.44428286,-91.15261543
"Kim, Arthur H MD",Arthur H,Kim,9001 Summa Ave,Baton Rouge,LA,(504) 842-4000,Physicians & Surgeons,Physicians & Surgeons,,"$567,000 ",Baton Rouge,9001 Summa Ave,30.3927873,-91.09191085
"Kim, Beomjune B Dmd",Beomjune B,Kim,1100 Florida Ave,New Orleans,LA,(504) 619-8721,Dentists,Dentists,,"$552,000 ",New Orleans,1100 Florida Ave,29.991679,-90.085894
"Kim, Esther",Esther,Kim,28975 S Satsuma Rd # F,Livingston,LA,(225) 292-4138,Speech Pathologists,Speech Pathologists,,"$60,000 ",Baton Rouge,28975 S Satsuma Rd,30.4903769,-90.800458
"Kim, Jennifer MD",Jennifer,Kim,1501 Kings Hwy,Shreveport,LA,(318) 675-2655,Physicians & Surgeons,Physicians & Surgeons,,"$590,000 ",Shreveport,1501 Kings Hwy,32.4748575,-93.76614066
"Kim, Jin H MD",Jin H,Kim,1514 Jefferson Hwy,New Orleans,LA,(504) 842-4000,Physicians & Surgeons,Physicians & Surgeons,,"$462,000 ",New Orleans,1514 Jefferson Hwy,29.9610677,-90.14567367
"Kim, Rang",Rang,Kim,3326 Front St,Winnsboro,LA,(318) 435-7333,Nurses-Practitioners,Nurses-Practitioners,,"$45,000 ",,3326 Front St,32.18239706,-91.72689588
Lahaye Eye Care,Daniel K,Kim,4313 I 49 S Service Rd,Opelousas,LA,(337) 942-2024,Physicians & Surgeons,Physicians & Surgeons,,"$781,000 ",Opelousas,4313 I 49 S Service Rd,,
Lakeview Presbyterian Church,Seuk Gau,Kim,5914 Canal Blvd,New Orleans,LA,(504) 482-7892,Rental Agencies,Rental Agencies,Churches,"$969,000 ",New Orleans,5914 Canal Blvd,29.9977831,-90.1093076
Leesville Korean United Mthdst,Kwan Y,Kim,151 Kvvp Dr,Leesville,LA,(337) 537-5977,Churches,Churches,,$0 ,Ft Polk S,151 Kvvp Dr,,
Louisiana Philharmonic Orchstr,Jihyun,Kim,2533 Columbus St # 202,New Orleans,LA,(504) 523-6530,Orchestras & Bands,Orchestras & Bands,Theatres-Live,"$765,000 ",New Orleans,2533 Columbus St,29.9771351,-90.0757678
LSU Faculty Dental Practice,Beomjune,Kim,3700 Saint Charles Ave # 7,New Orleans,LA,(504) 889-9893,Dentists,Dentists,,"$552,000 ",New Orleans,3700 Saint Charles Ave,29.926703,-90.09490523
Lux Beauty Supply,John,Kim,1310 Sterlington Rd,Monroe,LA,(318) 345-3453,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$458,000 ",Monroe,1310 Sterlington Rd,32.5373454,-92.0792649
Mary Lee Donuts,Eunjung,Kim,17188 Airline Hwy # B,Prairieville,LA,(225) 673-8933,Doughnuts,Doughnuts,,"$100,000 ",Baton Rouge,17188 Airline Hwy,30.3233819,-90.97996745
Melvin J Kim Accountant Inc,Melvin J,Kim,1799 Stumpf Blvd,Terrytown,LA,(504) 367-6586,Accounting & Bookkeeping General Svc,Accounting & Bookkeeping General Svc,Accountants,"$340,000 ",New Orleans,1799 Stumpf Blvd,29.912066,-90.036284
Metro By T-Mobile Auth Rtlr,Brandon,Kim,2630 Manhattan Blvd # E,Harvey,LA,(504) 518-6886,Cellular Telephones (Services),Cellular Telephones (Services),Authorized Retailer-Cellular Services,"$437,000 ",New Orleans,2630 Manhattan Blvd,29.8741501,-90.0483411
Model Cleaners,Jae,Kim,4235 Magazine St,New Orleans,LA,(504) 891-4025,Cleaners,Cleaners,,"$513,000 ",New Orleans,4235 Magazine St,29.92112215,-90.10002803
Morton Salt,Rick,Kim,1127 Morton Rd,New Iberia,LA,(337) 867-4241,Salt,Salt,,"$105,000 ",Lafayette,1127 Morton Rd,,
MRC Global,Benoit,Kim,1100 1st Ave,Harvey,LA,(504) 367-9150,Pipe-Wholesale,Pipe-Wholesale,Oil Field Supplies (Whls),"$13,326,000 ",New Orleans,1100 1st Ave,29.894985,-90.081691
N Arnoult Ventures LLC,Hung S,Kim,3012 N Arnoult Rd,Metairie,LA,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,New Orleans,3012 N Arnoult Rd,30.0059452,-90.1612645
New Orleans Nephrology Assoc,Hui,Kim,1111 Med Ctr Blvd # N511,Marrero,LA,(504) 349-6301,Physicians & Surgeons,Physicians & Surgeons,,"$462,000 ",New Orleans,1111 Med Ctr Blvd,29.8913466,-90.0958567
New Orleans Nephrology Assoc,Hui,Kim,4409 Utica St # 100,Metairie,LA,(504) 457-3687,Nephrology,Nephrology,Health Services,"$1,693,000 ",New Orleans,4409 Utica St,30.000347,-90.188934
Ochsner Medical Complex-Ibrvll,Arthur,Kim,25455 LA Highway 1,Plaquemine,LA,(866) 624-7637,Physicians & Surgeons,Physicians & Surgeons,,"$488,000 ",Baton Rouge,25455 LA Highway 1,,
Oralmaxillofacial Surgery GRP,D,Kim,2508 Bert Koun Loop # 300,Shreveport,LA,(318) 212-5944,Physicians & Surgeons,Physicians & Surgeons,,"$590,000 ",Shreveport,2508 Bert Koun Loop,,
People Ready,Bo,Kim,11814 Market Place Ave # D,Baton Rouge,LA,(225) 929-6022,Employment Contractors-Temporary Help,Employment Contractors-Temporary Help,Transportation Services NEC,"$119,000 ",Baton Rouge,11814 Market Place Ave,30.405798,-91.05028028
Philly Dat Up,Eui,Kim,9350 Cortana Pl,Baton Rouge,LA,(225) 935-0006,Restaurants,Restaurants,,"$420,000 ",Baton Rouge,9350 Cortana Pl,30.462569,-91.090899
QS Seafood & Delli,Chuck,Kim,1705 C M Fagan Dr,Hammond,LA,(985) 375-9977,Seafood-Retail,Seafood-Retail,Restaurants,"$305,000 ",Hammond,1705 C M Fagan Dr,30.48154363,-90.48178008
Rina Kim Property LLC,Rina,Kim,3427 Highway 1 S,Donaldsonville,LA,Not Available,Real Estate Management,Real Estate Management,,"$270,000 ",Baton Rouge,3427 Highway 1 S,,
Royal Cleaners,Gary,Kim,1417 W Morris Ave # A,Hammond,LA,(985) 419-0494,Cleaners,Cleaners,,"$34,000 ",Hammond,1417 W Morris Ave,30.500733,-90.475997
Royal Cleaners,Gary,Kim,3600 Severn Ave,Metairie,LA,(504) 454-6336,Cleaners,Cleaners,,"$171,000 ",New Orleans,3600 Severn Ave,30.01431405,-90.15950527
Shared Hearts Mental Health,Richard,Kim,4480 Gen Degaulle Dr # 206,New Orleans,LA,(504) 905-6945,Counselors,Counselors,Health Services,"$107,000 ",New Orleans,4480 Gen Degaulle Dr,,
Shreveport Bossier,Young,Kim,1180 Dudley Ln,Bossier City,LA,(318) 742-3903,Churches,Churches,,$0 ,Shreveport,1180 Dudley Ln,32.51055068,-93.70074901
SNOWFOX,Yunzu,Kim,1421 Beglis Pkwy,Sulphur,LA,(713) 517-7818,Food Service Kiosk,Food Service Kiosk,,$0 ,Lake Charles,1421 Beglis Pkwy,30.2619174,-93.36221236
Sonny Donut Shop,Y,Kim,1409 W Court St,Winnfield,LA,(318) 648-9300,Doughnuts,Doughnuts,,"$83,000 ",,1409 W Court St,31.92957728,-92.65330252
Spruce Cleaners,Hong,Kim,648 Terry Pkwy,Terrytown,LA,(504) 362-6610,Cleaners,Cleaners,,"$342,000 ",New Orleans,648 Terry Pkwy,29.9017614,-90.0307218
Sun Kim LLC,Sun,Kim,308 S 1st St,Amite,LA,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Hammond,308 S 1st St,30.72366696,-90.51060919
Tailor's Cleaners,Chi,Kim,3648 W Esplanade Ave N,Metairie,LA,(504) 885-5353,Cleaners,Cleaners,,"$114,000 ",New Orleans,3648 W Esplanade Ave N,30.01490505,-90.16232711
Together For Choice,Ashley,Kim,1100 Poydras St # 100,New Orleans,LA,Not Available,Non-Profit Organizations,Non-Profit Organizations,,$0 ,New Orleans,1100 Poydras St,29.9498964,-90.0754888
Tomorrow PCS,Kat,Kim,9148 Scotland Ave,Baton Rouge,LA,(225) 757-5229,Cellular Telephones-Equipment & Supls,Cellular Telephones-Equipment & Supls,Cellular Telephones (Services),"$440,000 ",Baton Rouge,9148 Scotland Ave,30.52954456,-91.17941435
Tower Beauty,Tony,Kim,5703 Read Blvd # A,New Orleans,LA,(504) 244-7744,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Beauty Salons-Equipment & Supplies (Whls),"$1,183,000 ",New Orleans,5703 Read Blvd,30.0342487,-89.9733899
Tower Beauty 5 Inc,Jin,Kim,4717 Lakewood Dr,Metairie,LA,Not Available,Beauty Salons,Beauty Salons,,"$115,000 ",New Orleans,4717 Lakewood Dr,30.0198536,-90.177922
Tower Beauty Supply,Tony,Kim,13 Westbank Expy,Gretna,LA,(504) 366-3334,Beauty Salons-Equipment & Supplies (Whls),Beauty Salons-Equipment & Supplies (Whls),Cosmetics & Perfumes-Retail,"$3,871,000 ",New Orleans,13 Westbank Expy,29.91273767,-90.05215942
Town Beauty LLC,In,Kim,3000 Thibaut Dr # D,Donaldsonville,LA,(225) 474-0033,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$127,000 ",Baton Rouge,3000 Thibaut Dr,30.099796,-90.980748
Viola Properties,Viola,Kim,100 Blackburn Pl,Covington,LA,(985) 893-8754,Real Estate,Real Estate,Lessors Of Real Property NEC,"$104,000 ",New Orleans,100 Blackburn Pl,,
Walmart Pharmacy,Ngoc,Kim,10200 Sullivan Rd,Baton Rouge,LA,(225) 262-1413,Pharmacies,Pharmacies,Vitamin & Food Supplements,"$2,923,000 ",Baton Rouge,10200 Sullivan Rd,30.541764,-91.025213
Walmart Supercenter,Ngoc,Kim,17585 Airline Hwy,Prairieville,LA,(225) 677-7375,Department Stores,Department Stores,Paint-Retail,"$94,638,000 ",Baton Rouge,17585 Airline Hwy,30.3304298,-90.98691624
Whipped Organics LLC,John,Kim,9550 Cortana Pl,Baton Rouge,LA,Not Available,Organic Foods & Services,Organic Foods & Services,,"$715,000 ",Baton Rouge,9550 Cortana Pl,30.45959094,-91.09634253
WRAY & Pierce LLP,Perkins,Kim,10182 Weevil St,Saint Francisville,LA,(225) 635-3920,Attorneys,Attorneys,,"$863,000 ",Baton Rouge,10182 Weevil St,30.77870803,-91.37263461
Assumption Parish Council On,Angela,Na,166 Highway 1008,Napoleonville,LA,(985) 369-7961,Government Offices-County,Government Offices-County,Transportation Services,$0 ,Baton Rouge,166 Highway 1008,,
Colorful Day 2 LLC,Julie,Nam,1133 Saint Vincent Ave # 200,Shreveport,LA,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Shreveport,1133 Saint Vincent Ave,32.47727305,-93.75307543
Pro Cleaners,James,Nam,4890 Highway 22,Mandeville,LA,(985) 845-3601,Cleaners,Cleaners,,"$223,000 ",New Orleans,4890 Highway 22,30.40322763,-90.11700635
Rantz Iv Enterprises LLC,Ajr Trust,No,101 LA Rue France # 100,Lafayette,LA,Not Available,Attorneys,Attorneys,,"$920,000 ",Lafayette,101 LA Rue France,30.19446,-92.015937
Urban South Brewery,Don,No,1645 Tchoupitoulas St,New Orleans,LA,(504) 267-4852,Brewers (Mfrs),Brewers (Mfrs),,"$6,083,000 ",New Orleans,1645 Tchoupitoulas St,29.9296609,-90.0666427
