Company Name,Executive First Name,Executive Last Name,Address,City,State,Phone Number Combined,Primary SIC Description,SIC Code 1 Description,SIC Code 2 Description,Location Sales Volume Actual,Metro Area 1,Address1,lat,lon
Concorde Career Institute,Ulrika,Kang,4202 W Spruce St,Tampa,FL,(813) 501-2584,Junior-Community College-Tech Institutes,Junior-Community College-Tech Institutes,Schools-Medical,$0 ,Tampa,4202 W Spruce St,27.959160349999998,-82.51432659652785
Crystal Valley Foods Inc,Rodolfo,Kang,2950 NW 74th Ave,Miami,FL,(305) 591-6567,Food Products (Whls),Food Products (Whls),,"$65,405,000 ",Miami-Ft Ldr,2950 NW 74th Ave,25.8003549,-80.3174343
Doral Auto Parts Corp,Jaime D,Kang,9300 NW 25th St # 110,Doral,FL,(305) 477-8066,Automobile Parts & Supplies-Retail-New,Automobile Parts & Supplies-Retail-New,,"$383,000 ",Miami-Ft Ldr,9300 NW 25th St,25.796358050000002,-80.34684549733865
E Miami Enterprises LLC,Guillermo F,Kang,3901 W 18th Ave,Hialeah,FL,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Miami-Ft Ldr,3901 W 18th Ave,25.8570966,-80.31816885038087
Elegance Of Miami Inc,Byungsuk,Kang,456 N University Dr,Pembroke Pines,FL,(305) 576-9480,Miscellaneous Retail Stores NEC,Miscellaneous Retail Stores NEC,,"$297,000 ",Miami-Ft Ldr,456 N University Dr,26.01200812121156,-80.24804809090907
First Orchid,Song Won,Kang,2107 Plymouth Sorrento Rd,Apopka,FL,(407) 814-9394,Nurseries-Plants Trees & Etc-Wholesale,Nurseries-Plants Trees & Etc-Wholesale,Federal Government Contractors,"$589,000 ",Orlando,2107 Plymouth Sorrento Rd,28.7142979,-81.5562615
Fresh & Raisins Arg LLC,Yong,Kang,1000 NW 57th Ct # 1040,Miami,FL,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Miami-Ft Ldr,1000 NW 57th Ct,25.7807085,-80.2924055
H K Trading USA Inc,Jongho,Kang,1019 W Colonial Dr,Orlando,FL,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Orlando,1019 W Colonial Dr,28.55305259334241,-81.39364936651829
Happy Nails,Connie,Kang,2325 Ulmerton Rd # 10,Clearwater,FL,(727) 573-9168,Manicuring,Manicuring,,"$124,000 ",Tampa,2325 Ulmerton Rd,27.894656,-82.667622
Hunt Club Cleaners,Kyung,Kang,454 S Hunt Club Blvd,Apopka,FL,(407) 774-2898,Cleaners,Cleaners,,"$103,000 ",Orlando,454 S Hunt Club Blvd,28.6717566,-81.4493004
Jea,John,Kang,21 W Church St # 1,Jacksonville,FL,(904) 665-6000,Government Offices-City/Village & Twp,Government Offices-City/Village & Twp,Sewer Contractors,$0 ,Jacksonville,21 W Church St,30.330143714285715,-81.6572222244898
K S Janitorial Svc Co,Jae,Kang,10 S Florida,Tampa,FL,(813) 554-3239,Janitor Service,Janitor Service,,"$598,000 ",Tampa,10 S Florida,27.9416415,-82.4549462
Kang Barry Soohyun MD,Barry S,Kang,133 Benmore Dr # 100,Winter Park,FL,(407) 644-4883,Physicians & Surgeons,Physicians & Surgeons,,"$596,000 ",Orlando,133 Benmore Dr,28.5957262,-81.3274998
Kang Christina Hyo-Jin,Christina H,Kang,1120 NW 14th St,Miami,FL,(305) 243-3564,Speech Pathologists,Speech Pathologists,,$0 ,Miami-Ft Ldr,1120 NW 14th St,25.7873816,-80.2128988
Kang Family Entertainment Inc,Ravinder,Kang,2625 Gulfstream Ln,Fort Lauderdale,FL,Not Available,Entertainment Bureaus,Entertainment Bureaus,,"$84,000 ",Miami-Ft Ldr,2625 Gulfstream Ln,26.087840346919936,-80.19265511952707
Kang Kyungmin MD,Kyungmin,Kang,500 N Hiatus Rd # 200,Pembroke Pines,FL,(954) 437-4800,Physicians & Surgeons,Physicians & Surgeons,,"$620,000 ",Miami-Ft Ldr,500 N Hiatus Rd,26.011693680829026,-80.29647736977573
Kang Parminder,Parminder K,Kang,1770 Cedar St,Rockledge,FL,(321) 890-1500,Nurses-Practitioners,Nurses-Practitioners,Counselors,$0 ,Palm Bay,1770 Cedar St,28.327151228766205,-80.7378820252695
Kang Parminder K,Parminder K,Kang,2000 Commerce Dr,Melbourne,FL,(321) 676-6650,Nurses-Practitioners,Nurses-Practitioners,Counselors,$0 ,Palm Bay,2000 Commerce Dr,28.09388493429368,-80.6582398637169
Kang Ulrika Brassart,Ulrika B,Kang,13067 N Telecom Pkwy,Temple Terrace,FL,(813) 779-6303,Nurses-Practitioners,Nurses-Practitioners,,$0 ,Tampa,13067 N Telecom Pkwy,28.066988688059585,-82.3709356189843
Kang USA LLC,Hyun H,Kang,7786 W Sand Lake Rd,Orlando,FL,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Orlando,7786 W Sand Lake Rd,28.451286,-81.4590985
Kang Youngjin DMD,Youngjin,Kang,3820 SW Archer Rd # 10,Gainesville,FL,(352) 327-4080,Dentists,Dentists,,$0 ,Gainesville,3820 SW Archer Rd,,
"Kang, Andy DDS",Andy,Kang,1395 Center Dr,Gainesville,FL,(352) 273-7631,Dentists,Dentists,,"$420,000 ",Gainesville,1395 Center Dr,29.6381661,-82.3459922
"Kang, Dongcheul",Dongcheul,Kang,2253 Green Hedges Way # 101,Wesley Chapel,FL,(813) 334-9694,Acupuncture,Acupuncture,,"$62,000 ",Tampa,2253 Green Hedges Way,28.189561387755102,-82.358915
"Kang, Jeffrey L MD",Jeffrey L,Kang,1000 Park Centre Blvd # 100,Miami,FL,(305) 621-0023,Physicians & Surgeons,Physicians & Surgeons,,"$609,000 ",Miami-Ft Ldr,1000 Park Centre Blvd,25.9288891,-80.2192368
"Kang, Juliana H MD",Juliana H,Kang,100 Whetstone Pl # 310,Saint Augustine,FL,(904) 802-6800,Physicians & Surgeons,Physicians & Surgeons,,"$474,000 ",Jacksonville,100 Whetstone Pl,,
"Kang, Naixin MD",Naixin,Kang,1120 NW 14th St # 450j,Miami,FL,(305) 243-0325,Physicians & Surgeons,Physicians & Surgeons,,"$609,000 ",Miami-Ft Ldr,1120 NW 14th St,25.7873816,-80.2128988
"Kang, Peter B MD",Peter B,Kang,1600 SW Archer Rd # Hd403,Gainesville,FL,(352) 273-8920,Physicians & Surgeons,Physicians & Surgeons,,"$390,000 ",Gainesville,1600 SW Archer Rd,,
"Kang, Seung Do",Seung,Kang,1611 NW 12th Ave Cent # 600b,Miami,FL,Not Available,Physicians & Surgeons,Physicians & Surgeons,,"$609,000 ",Miami-Ft Ldr,1611 NW 12th Ave Cent,,
"Kang, Youngjin Dmd",Youngjin,Kang,717 S State Road 19,Palatka,FL,(386) 222-1575,Dentists,Dentists,,"$437,000 ",Palatka,717 S State Road 19,,
Korean Baptist Church Of Tampa,Byung,Kang,6020 N Church Ave,Tampa,FL,(813) 888-9988,Churches,Churches,,$0 ,Tampa,6020 N Church Ave,28.00345312195122,-82.50727280487804
Korean Presbyterian Church,Jung Ho,Kang,7320 44th St N,Pinellas Park,FL,(727) 547-5454,Churches,Churches,,$0 ,Tampa,7320 44th St N,27.838555775510205,-82.69397640816327
Lifesouth Comm Blood Ctr,Hosun,Kang,4039 Newberry Rd,Gainesville,FL,(352) 224-1660,Blood & Organ Banks & Centers,Blood & Organ Banks & Centers,Federal Government Contractors,"$12,366,000 ",Gainesville,4039 Newberry Rd,29.6535398,-82.3864526
Like A Star LLC,Leyna M,Kang,420 SE 2nd Ave # B4,Deerfield Beach,FL,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Miami-Ft Ldr,420 SE 2nd Ave,26.31217698733321,-80.0995668130241
Maehwa Spa Inc,Song Ye,Kang,4807 W Hillsborough Ave,Tampa,FL,Not Available,Health Spas,Health Spas,,"$329,000 ",Tampa,4807 W Hillsborough Ave,27.9961205,-82.4926762
Maserati Of Central Florida,Anthony,Kang,4891 Vineland Rd,Orlando,FL,(407) 667-4300,Automobile Dealers-New Cars,Automobile Dealers-New Cars,Automobile Dealers-Electric Cars-New,"$10,757,000 ",Orlando,4891 Vineland Rd,28.49144780220936,-81.43829277280715
MD Oriental Market,Ren J,Kang,10127 E Adamo Dr,Tampa,FL,(813) 443-2188,Oriental Food Products,Oriental Food Products,Food Products (Whls),"$1,117,000 ",Tampa,10127 E Adamo Dr,,
Memorial Regional Hosp Obgyn,Julie H,Kang,3501 Johnson St # 2,Hollywood,FL,(954) 987-2000,Physicians & Surgeons,Physicians & Surgeons,,"$620,000 ",Miami-Ft Ldr,3501 Johnson St,26.01958385,-80.17993680948575
Miami Vascular Surgery,Steven,Kang,6200 Sunset Dr # 505,South Miami,FL,(305) 668-1660,Physicians & Surgeons,Physicians & Surgeons,Vascular Surgeon,"$1,015,000 ",Miami-Ft Ldr,6200 Sunset Dr,25.7042902,-80.298487
Mt Dora Dentistry,James J,Kang,2781 W Old US Highway 441,Mount Dora,FL,(352) 385-1971,Dentists,Dentists,,"$553,000 ",Orlando,2781 W Old US Highway 441,,
Naval Hospital Pensacola,Jeff M,Kang,6000 W Highway 98,Pensacola,FL,(850) 505-6413,Physicians & Surgeons,Physicians & Surgeons,,"$849,000 ",Pensacola,6000 W Highway 98,,
Paradise Popcorn,Tony H,Kang,1450 Tropic Park Dr,Sanford,FL,(407) 302-5671,Popcorn & Popcorn Supplies-Wholesale,Popcorn & Popcorn Supplies-Wholesale,Popcorn & Popcorn Supplies-Manufacturers,"$8,019,000 ",Orlando,1450 Tropic Park Dr,28.743286227227014,-81.29828918922364
Park Logistics Inc,Keith,Kang,200 Eagle Ridge Dr,Davenport,FL,(863) 547-6329,Logistics Consulting Services,Logistics Consulting Services,,"$323,000 ",Lakeland,200 Eagle Ridge Dr,,
Regal Foliage,Thin,Kang,2109 Plymouth Sorrento Rd,Apopka,FL,(407) 886-2990,Nurserymen,Nurserymen,,"$355,000 ",Orlando,2109 Plymouth Sorrento Rd,28.7152077,-81.5570007
Reiss Kang Jayanetti-PEREDA MD,Steven S,Kang,6200 Sunset Dr # 505,South Miami,FL,(305) 668-1660,Physicians & Surgeons,Physicians & Surgeons,,"$609,000 ",Miami-Ft Ldr,6200 Sunset Dr,25.7042902,-80.298487
Resorcity LLC,Anthony,Kang,1300 Sorolla Ave,Coral Gables,FL,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Miami-Ft Ldr,1300 Sorolla Ave,25.75574445,-80.28221872361085
Sky Block GP LLC,Brian,Kang,382 NE 191st St # 28384,Miami,FL,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Miami-Ft Ldr,382 NE 191st St,25.9499424,-80.1932307
Soju Miami,Katie,Kang,322 NW 24th St,Miami,FL,(786) 238-7929,Restaurants,Restaurants,,"$312,000 ",Miami-Ft Ldr,322 NW 24th St,25.7999518,-80.2008995
Solar Stik Inc,Jane,Kang,13 N Leonardi St,Saint Augustine,FL,(904) 808-0510,Solar Energy Equipment-Wholesale,Solar Energy Equipment-Wholesale,Heating Contractors,"$3,876,000 ",Jacksonville,13 N Leonardi St,29.890943473259668,-81.32785316531623
Sonata Fashion,Byung,Kang,12425 NW 7th Ave,North Miami,FL,(305) 576-9480,Clothing-Retail,Clothing-Retail,Shoes-Retail,$0 ,Miami-Ft Ldr,12425 NW 7th Ave,25.888534749999998,-80.2104770745453
Sonata Fashion Men's Wholesale,Byungsuk,Kang,2727 NW 5th Ave,Miami,FL,(305) 576-9449,Apparel-Mens-Wholesale,Apparel-Mens-Wholesale,,"$3,711,000 ",Miami-Ft Ldr,2727 NW 5th Ave,25.802419,-80.2029793
Sse Inc,Thomas,Kang,6200 Lake Gray Blvd,Jacksonville,FL,(904) 345-4410,Computers-System Designers & Consultants,Computers-System Designers & Consultants,Computers-Support Services,"$1,653,000 ",Jacksonville,6200 Lake Gray Blvd,30.1996772,-81.739585
Steak & Seafood,Danny,Kang,545 N Congress Ave,Boynton Beach,FL,(561) 733-2014,Restaurants,Restaurants,,"$317,000 ",Miami-Ft Ldr,545 N Congress Ave,26.532439613333334,-80.09066497333333
Stryker Mako,Hyosig,Kang,2555 Davie Rd,Davie,FL,(954) 452-0077,Physicians & Surgeons Equip & Supls-Mfrs,Physicians & Surgeons Equip & Supls-Mfrs,Physicians & Surgeons Equip & Supls-Whls,"$9,708,000 ",Miami-Ft Ldr,2555 Davie Rd,26.08651616555895,-80.22897513486203
Sunshine Dental Lab,Sung,Kang,2311 Alt 19 # 8,Palm Harbor,FL,(727) 781-7062,Laboratories-Dental,Laboratories-Dental,,"$310,000 ",Tampa,2311 Alt 19,,
Sushi Ninja-Brandon,Woo Y,Kang,903 E Bloomingdale Ave,Brandon,FL,(813) 662-3377,Restaurants,Restaurants,,"$271,000 ",Tampa,903 E Bloomingdale Ave,27.8909226,-82.2722266
Sweet Paradise Spa & Salon Co,Chul Won,Kang,120 International Pkwy,Lake Mary,FL,(407) 732-6998,Manicuring,Manicuring,Health Spas,"$314,000 ",Orlando,120 International Pkwy,28.7578378,-81.3692931
Acqualina Resort-Spa On,Mariana,Go,17875 Collins Ave,Sunny Isles Beach,FL,(305) 918-8000,Resorts,Resorts,Restaurants,"$10,841,000 ",Miami-Ft Ldr,17875 Collins Ave,25.94079485,-80.12049542584367
Assurant Inc,Marlene,Go,11222 Quail Roost Dr,Miami,FL,(305) 252-6987,Insurance,Insurance,,"$2,146,000 ",Miami-Ft Ldr,11222 Quail Roost Dr,25.59471445,-80.37377750149432
Central Florida Hospitalist,Glenn John,Go,515 Wekiva Commons Cir,Apopka,FL,(407) 464-9516,Physicians & Surgeons,Physicians & Surgeons,,"$596,000 ",Orlando,515 Wekiva Commons Cir,28.6875114,-81.5058237
Central Florida Hospitalist,Jensen L,Go,515 Wekiva Commons Cir,Apopka,FL,(407) 464-9516,Physicians & Surgeons,Physicians & Surgeons,,"$596,000 ",Orlando,515 Wekiva Commons Cir,28.6875114,-81.5058237
Collier County Solid Waste,Janet,Go,3339 Tamiami Trl E # 302,Naples,FL,(239) 252-2508,County Government-Air/Water/Solid Waste Manag,County Government-Air/Water/Solid Waste Manag,,$0 ,Naples-Marco,3339 Tamiami Trl E,26.1373943,-81.7817021
Firecloud Acupuncture-Herb,Youngpil,Go,4063 N Goldenrod Rd # 5,Winter Park,FL,(407) 335-4297,Acupuncture,Acupuncture,,"$137,000 ",Orlando,4063 N Goldenrod Rd,,
Go Camille Celeste MD,Camille C,Go,1475 W 49th St,Hialeah,FL,(305) 558-2500,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Miami-Ft Ldr,1475 W 49th St,25.86667009375,-80.31241203125
Go Eugene L MD,Eugene L,Go,10916 Dylan Loren Cir,Orlando,FL,(407) 841-1100,Physicians & Surgeons,Physicians & Surgeons,,"$596,000 ",Orlando,10916 Dylan Loren Cir,,
Go Jean MD,Jean,Go,305 Memorial Med Pkwy # 501,Daytona Beach,FL,(386) 615-0900,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Deltona,305 Memorial Med Pkwy,29.2425445,-81.1074692
Go Jean MD,Jean,Go,1115 E Ridgewood St,Orlando,FL,(407) 841-1100,Physicians & Surgeons,Physicians & Surgeons,,"$596,000 ",Orlando,1115 E Ridgewood St,28.5465304,-81.354527
Go Laura MD,Laura,Go,1600 S Andrews Ave,Fort Lauderdale,FL,(954) 876-2790,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Miami-Ft Ldr,1600 S Andrews Ave,26.102730299999997,-80.14116661838256
Go Vincent MD,Vincent,Go,13801 White Gardenia Way,Fort Myers,FL,Not Available,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Cape Coral,13801 White Gardenia Way,,
Go Yzra Ysabel Jess,Yzra Y,Go,7578 SE Maricamp Rd # 100,Ocala,FL,(352) 687-2464,Pharmacists,Pharmacists,,$0 ,Ocala,7578 SE Maricamp Rd,29.11631785,-82.02778040000001
"Go, Camille C MD",Camille C,Go,7031 SW 62nd Ave,South Miami,FL,(305) 284-7761,Physicians & Surgeons,Physicians & Surgeons,,"$609,000 ",Miami-Ft Ldr,7031 SW 62nd Ave,25.7057985,-80.29311096346885
"Go, Lisa",Lisa,Go,1000 36th St,Vero Beach,FL,(772) 567-4311,Nurses-Licensed-Anesthetist,Nurses-Licensed-Anesthetist,,$0 ,Sebastian,1000 36th St,27.659074699999998,-80.39444526944459
"Go, Myrna",Myrna,Go,12470 Telecom Dr # 100,Temple Terrace,FL,(813) 779-6303,Nurses-Practitioners,Nurses-Practitioners,,"$79,000 ",Tampa,12470 Telecom Dr,28.0676422,-82.374658
"Go, Myrna Np",Myrna,Go,806 S Douglas Rd # 820,Coral Gables,FL,Not Available,Nurses-Practitioners,Nurses-Practitioners,,"$62,000 ",Miami-Ft Ldr,806 S Douglas Rd,25.7525546,-80.2546738
L3harris Advanced Laser Systs,George,Go,2500 N Orange Blossom Trl,Orlando,FL,(407) 295-5878,Search Detection/Nav Systs/Instr (Mfrs),Search Detection/Nav Systs/Instr (Mfrs),Electric Equipment-Manufacturers,"$12,340,000 ",Orlando,2500 N Orange Blossom Trl,28.573575454945424,-81.4065753940905
Medical Associates Brevard,James T,Go,2290 W Eau Gallie Blvd # 110,Melbourne,FL,(321) 421-7555,Physicians & Surgeons,Physicians & Surgeons,,"$531,000 ",Palm Bay,2290 W Eau Gallie Blvd,28.128858096505226,-80.65691314909512
Mt Carmel Pediatrics,Ka H,Go,200 Knuth Rd # 106,Boynton Beach,FL,(561) 600-9015,Physicians & Surgeons,Physicians & Surgeons,,"$700,000 ",Miami-Ft Ldr,200 Knuth Rd,26.527303,-80.098437
Naang Lem Vum LLC,Vungh K,Go,629 Eagle View Cir # K102,Tallahassee,FL,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Tallahassee,629 Eagle View Cir,,
Publix,Ryan,Go,1755 Lakewood Ranch Blvd,Bradenton,FL,(941) 745-5677,Grocers-Retail,Grocers-Retail,,"$26,333,000 ",North Port,1755 Lakewood Ranch Blvd,,
Romualdo C Go,Romualdo C,Go,2105 Park Ave # 4a,Orange Park,FL,(904) 268-4279,Insurance,Insurance,Financial Advisory Services,$0 ,Jacksonville,2105 Park Ave,30.16395175,-81.70070954029919
Sonobi,Jonathan,Go,444 W New England Ave # 220,Winter Park,FL,(386) 320-5400,Advertising-Agencies & Counselors,Advertising-Agencies & Counselors,,"$619,000 ",Orlando,444 W New England Ave,28.5955928,-81.3557148
Tallahassee VA Outpatient Clnc,Marie B,Go,1607 Saint James Ct,Tallahassee,FL,(850) 878-0191,Physicians & Surgeons,Physicians & Surgeons,,"$520,000 ",Tallahassee,1607 Saint James Ct,30.45703175,-84.24006391129728
VA Medical Ctr-West Palm Beach,Lutgarda G,Go,7305 N Military Trl,Riviera Beach,FL,(561) 422-8262,Physicians & Surgeons,Physicians & Surgeons,,"$700,000 ",Miami-Ft Ldr,7305 N Military Trl,26.7844658,-80.1106473
Wells Fargo,Christian,Go,100 E Flagler St # C102a,Miami,FL,(305) 789-6844,Banks,Banks,Loans,"$2,620,000 ",Miami-Ft Ldr,100 E Flagler St,25.77396165,-80.19175507178466
Wuesthoff Medical Ctr,Margaret M,Go,110 Longwood Ave,Rockledge,FL,(321) 636-2211,Physicians & Surgeons,Physicians & Surgeons,,"$531,000 ",Palm Bay,110 Longwood Ave,28.3352357,-80.72321714047942
American Cacique,Horng Y,Ko,11077 NW 122nd St,Medley,FL,(305) 889-2015,Kitchen Accessories,Kitchen Accessories,,"$710,000 ",Miami-Ft Ldr,11077 NW 122nd St,25.8848124,-80.3782299
Azn Azian Cuizine Naples,Christine,Ko,9118 Strada Pl,Naples,FL,(239) 593-8818,Restaurants,Restaurants,,"$2,105,000 ",Naples-Marco,9118 Strada Pl,,
Eye Associates Of Tallahassee,Fang S,Ko,2020 Fleischmann Rd,Tallahassee,FL,(850) 878-6161,Clinics,Clinics,Optical Goods-Retail,"$6,929,000 ",Tallahassee,2020 Fleischmann Rd,30.47874285,-84.22241809673736
G C Cleaners,Chong,Ko,2330 N Wickham Rd # 4,Melbourne,FL,(321) 255-4810,Cleaners,Cleaners,,"$54,000 ",Palm Bay,2330 N Wickham Rd,28.145455372962452,-80.671868288487
Garlic & Ginger,Changhwan,Ko,5847 SW 75th St,Gainesville,FL,(352) 371-5911,Restaurants,Restaurants,,"$475,000 ",Gainesville,5847 SW 75th St,,
I8U LLC,Soo J,Ko,1442 Alton Rd,Miami Beach,FL,Not Available,Nonclassified Establishments,Nonclassified Establishments,,$0 ,Miami-Ft Ldr,1442 Alton Rd,25.7772728,-80.1408702
Ko Stephen MD,Stephen,Ko,4500 San Pablo Rd S,Jacksonville,FL,(904) 953-2000,Physicians & Surgeons,Physicians & Surgeons,,"$640,000 ",Jacksonville,4500 San Pablo Rd S,30.2651818,-81.4417145
Ko Willis MD,Willis,Ko,201 14th St SW,Largo,FL,(727) 588-3700,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Tampa,201 14th St SW,27.914856108776462,-82.8027381168004
Ko Win Ko MD,Win K,Ko,515 Wekiva Commons Cir,Apopka,FL,(407) 464-9516,Physicians & Surgeons,Physicians & Surgeons,,"$596,000 ",Orlando,515 Wekiva Commons Cir,28.6875114,-81.5058237
Ko's Cleaners,Chong,Ko,1001 SW 2nd Ave # 6000,Boca Raton,FL,(561) 391-4240,Cleaners,Cleaners,,"$146,000 ",Miami-Ft Ldr,1001 SW 2nd Ave,26.3403224,-80.0918382
"Ko, May Ling Np",May Ling,Ko,500 Vonderburg Dr # 115w,Brandon,FL,(813) 321-1786,Nurses-Practitioners,Nurses-Practitioners,,"$79,000 ",Tampa,500 Vonderburg Dr,27.930755050000002,-82.28747894927325
"Ko, Shing Do",Shing,Ko,1431 SW 1st Ave # 7,Ocala,FL,(917) 517-2188,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Ocala,1431 SW 1st Ave,29.174981600000002,-82.13607701728881
