Company Name,Executive First Name,Executive Last Name,Address,City,State,Phone Number Combined,Primary SIC Description,SIC Code 1 Description,SIC Code 2 Description,Location Sales Volume Actual,Metro Area 1,Address1,lat,lon
Beauty Outlet Inc,Bak,Kim,3211 Stillman Blvd,Tuscaloosa,AL,(205) 349-1717,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,,"$250,000 ",Tuscaloosa,3211 Stillman Blvd,33.202383,-87.578275
Brantwood Children's Home,Herbert,Kim,1309 Upper Wetumpka Rd,Montgomery,AL,(334) 265-0784,Foster Care,Foster Care,Residential Care Homes,$0 ,Montgomery,1309 Upper Wetumpka Rd,32.38310948979592,-86.29166393877551
C & J Tech,Yeon,Kim,145 Plant 10 Dr,Alexander City,AL,(256) 392-4290,Automobile Parts & Supplies-Retail-New,Automobile Parts & Supplies-Retail-New,,"$27,330,000 ",Alexandr Cty,145 Plant 10 Dr,,
Cahaba Family Medicine Rsdncy,Daniel Y,Kim,405 Belcher St,Centreville,AL,(205) 926-2992,Physicians & Surgeons,Physicians & Surgeons,,"$429,000 ",Birmingham,405 Belcher St,32.9462160556731,-87.14549754575215
Cahaba Medical Care-West,Daniel,Kim,1308 Tuscaloosa Ave SW,Birmingham,AL,(205) 679-6325,Physicians & Surgeons,Physicians & Surgeons,,"$586,000 ",Birmingham,1308 Tuscaloosa Ave SW,,
Cap't Loui,Haden,Kim,5510 Promenade Pont Pkwy # 195,Madison,AL,(256) 858-1388,Restaurants,Restaurants,Foods-Carry Out,$0 ,Huntsville,5510 Promenade Pont Pkwy,,
Cej Hospitality LLC,Eun,Kim,800 Corporate Rdg,Birmingham,AL,Not Available,Hotel & Motel Management,Hotel & Motel Management,,"$563,000 ",Birmingham,800 Corporate Rdg,,
Choi Kim & Park LLP,James,Kim,6743 Taylor Cir,Montgomery,AL,(334) 356-5550,Accountants,Accountants,,"$591,000 ",Montgomery,6743 Taylor Cir,32.34718945008163,-86.17503968993537
Classic Cleaners,Yong,Kim,11208 Memorial Pkwy SW # A,Huntsville,AL,(256) 883-6906,Cleaners,Cleaners,Janitor Service,"$148,000 ",Huntsville,11208 Memorial Pkwy SW,34.64006666666667,-86.567036
Daehan Solutions Alabama LLC,Bong,Kim,9101 County Road 26,Hope Hull,AL,(334) 404-5000,Insulation Contractors-Cold & Heat,Insulation Contractors-Cold & Heat,,"$20,852,000 ",Montgomery,9101 County Road 26,,
Daewon America Inc,Gyoung,Kim,4600 N Park Dr,Opelika,AL,(334) 364-1600,Manufacturers,Manufacturers,,"$1,400,000 ",Auburn-Oplka,4600 N Park Dr,,
Deli USA,Man,Kim,190 Greenville Byp,Greenville,AL,(334) 371-7354,Restaurants,Restaurants,,"$188,000 ",,190 Greenville Byp,31.847597654671176,-86.63673609531186
Dongwon Autopart,Charlie,Kim,12865 Montgomery Hwy,Luverne,AL,(334) 537-5000,Automobile Parts & Supplies-Mfrs,Automobile Parts & Supplies-Mfrs,Manufacturers,"$88,186,000 ",,12865 Montgomery Hwy,31.716709,-86.274374
E Dental PC An AL Pro Corp,David,Kim,6910 Vaughn Rd,Montgomery,AL,(334) 578-0011,Dentists,Dentists,,"$683,000 ",Montgomery,6910 Vaughn Rd,32.33930365880365,-86.19558187906848
Eastern Shore Taekwondo Ctr,John,Kim,25478 Friendship Rd # B,Daphne,AL,(251) 621-9933,Martial Arts Instruction,Martial Arts Instruction,Karate Judo Jiu-Jitsu & Kung Fu Instr,"$161,000 ",Daphne-Frhp,25478 Friendship Rd,30.597294,-87.8773
Elite Dentistry,Jaime,Kim,100 Chelsea Corners Way # 113,Chelsea,AL,(205) 678-2525,Dentists,Dentists,,"$132,000 ",Birmingham,100 Chelsea Corners Way,33.346698,-86.637008
Ensley Seafood Express,Hajin,Kim,2161 Carson Rd,Birmingham,AL,(205) 815-0990,Restaurants,Restaurants,,"$148,000 ",Birmingham,2161 Carson Rd,33.64355205,-86.70688028276531
Expert Quality Tailor,Yeongseon,Kim,7643a Highway 72 W,Madison,AL,(256) 325-1664,Tailors,Tailors,Alterations-Clothing,"$272,000 ",Huntsville,7643a Highway 72 W,,
Express Oil Change-Tire Engrs,Lev,Kim,1930 S College St,Auburn,AL,(334) 821-2000,Automobile Repairing & Service,Automobile Repairing & Service,Tire-Dealers-Retail,"$1,113,000 ",Auburn-Oplka,1930 S College St,32.56962445,-85.5010465384477
First Baptist Church,Gene,Kim,2100 Old Springville Rd,Center Point,AL,(205) 854-1472,Churches,Churches,,$0 ,Birmingham,2100 Old Springville Rd,33.636924,-86.660853
Florence Medical Assoc,Wonsuck,Kim,646 Cox Creek Pkwy # A,Florence,AL,(256) 760-1771,Optometrists OD,Optometrists OD,Physicians & Surgeons,"$87,000 ",Flrnc-Msc Sh,646 Cox Creek Pkwy,34.8445342,-87.65412588430958
Fox Army Health Ctr,Andrew C,Kim,4100 Goss Rd SW,Huntsville,AL,(256) 955-8888,Physicians & Surgeons,Physicians & Surgeons,,"$734,000 ",Huntsville,4100 Goss Rd SW,34.698737,-86.664277
Georgia Plating Co,Jin,Kim,3509 45th St SW,Lanett,AL,(334) 576-0199,Plating (Mfrs),Plating (Mfrs),,"$2,046,000 ",Lagrange,3509 45th St SW,,
Glencoe Public Library,Andrew,Kim,101 Main St W,Glencoe,AL,(256) 459-4285,Libraries-Public,Libraries-Public,,$0 ,Gadsden,101 Main St W,,
Hair Plus Beauty Supply,Young,Kim,504 W Fairview Ave,Montgomery,AL,(334) 263-6800,Beauty Salons-Equipment & Supplies (Whls),Beauty Salons-Equipment & Supplies (Whls),,"$5,567,000 ",Montgomery,504 W Fairview Ave,32.35158440931067,-86.31533559224415
Hanmanmus Presbyterian Church,Soo,Kim,770 Nance Rd,Madison,AL,(256) 325-6287,Churches,Churches,,$0 ,Huntsville,770 Nance Rd,34.77726600024154,-86.73181702348148
Hanwha,Moon,Kim,4400 N Park Dr,Opelika,AL,(334) 741-7725,Importers-Automotive-Parts & Supplies,Importers-Automotive-Parts & Supplies,Automobile Parts & Supplies-Mfrs,"$138,686,000 ",Auburn-Oplka,4400 N Park Dr,,
Happy Feet,Jong,Kim,1003 Eastdale Mall,Montgomery,AL,(334) 271-0907,Shoe & Boot Repairing,Shoe & Boot Repairing,Shoe Shining,"$108,000 ",Montgomery,1003 Eastdale Mall,,
HSS LLC,Daniel,Kim,2520 Gunter Park Dr,Montgomery,AL,(334) 279-7782,Importers (Whls),Importers (Whls),Attorneys,"$4,324,000 ",Montgomery,2520 Gunter Park Dr,32.41563189459426,-86.23396525371541
Hunter's Lawn Small Engine Svc,Sandra,Kim,1121 Lee Road 430,Smiths Station,AL,(334) 480-2190,Lawn Mowers-Sharpening & Repairing,Lawn Mowers-Sharpening & Repairing,,"$81,000 ",Auburn-Oplka,1121 Lee Road 430,,
Hyundai Motor Mfg-Alabama,Jin,Kim,700 Hyundai Blvd,Montgomery,AL,(334) 387-8000,Automobile-Manufacturers,Automobile-Manufacturers,Automobile & Truck Brokers (Whls),"$416,511,000 ",Montgomery,700 Hyundai Blvd,32.277645667256245,-86.33812842951598
International Mission Jesus,Junghoon,Kim,1712 Broad St,Selma,AL,(312) 882-5782,Churches,Churches,,$0 ,Selma,1712 Broad St,32.423351823529416,-87.024186
Japan Cajun Grill,Allan,Kim,1001 Rainbow Dr # 77,Gadsden,AL,(256) 547-5010,Restaurants,Restaurants,,"$85,000 ",Gadsden,1001 Rainbow Dr,33.9954112,-86.00707832672354
K Accounting & Tax LLC,Eun,Kim,213 Beaver Crst,Pelham,AL,Not Available,Accounting & Bookkeeping General Svc,Accounting & Bookkeeping General Svc,,"$261,000 ",Birmingham,213 Beaver Crst,33.334261781778004,-86.81685227369827
K's Formal,Kyung M,Kim,2000 Riverchase Galleria,Hoover,AL,(205) 403-2842,Formal Wear-Rental,Formal Wear-Rental,Bridal Shops,"$150,000 ",Birmingham,2000 Riverchase Galleria,33.3792395,-86.8085604
Kam's Food Mart,Iban,Kim,1846 Brownsferry St,Athens,AL,(256) 232-2311,Service Stations-Gasoline & Oil,Service Stations-Gasoline & Oil,Convenience Stores,"$1,016,000 ",Huntsville,1846 Brownsferry St,,
KARS International,Titon S,Kim,2504 Roland Rd SW,Huntsville,AL,(256) 534-6717,Automobile Repairing & Service,Automobile Repairing & Service,Automobile Air Conditioning Equipment,"$91,000 ",Huntsville,2504 Roland Rd SW,34.71288660606061,-86.59916328282827
Kim & Park LLC,Ji,Kim,1860 Center Point Pkwy,Birmingham,AL,Not Available,Parks,Parks,,$0 ,Birmingham,1860 Center Point Pkwy,33.6360707,-86.6842987
Kim David Jiwoong MD,David J,Kim,2006 Franklin St SE # 200,Huntsville,AL,(256) 539-0457,Physicians & Surgeons,Physicians & Surgeons,,"$734,000 ",Huntsville,2006 Franklin St SE,34.71987371428571,-86.57691559183674
Kim Joonseok MD,Joonseok,Kim,619 19th St S,Birmingham,AL,(205) 934-4011,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Birmingham,619 19th St S,33.505282,-86.8013356
Kim Juyeon MD,Juyeon,Kim,2451 Univ Hospital Dr # 120,Mobile,AL,(251) 471-7786,Physicians & Surgeons,Physicians & Surgeons,,$0 ,Mobile,2451 Univ Hospital Dr,,
Kim Youlee Claudia,Youlee C,Kim,1235 Point Mallard Pkwy SE,Decatur,AL,(256) 898-3037,Pharmacists,Pharmacists,,$0 ,Decatur,1235 Point Mallard Pkwy SE,34.5406905,-86.9192921
"Kim, Daniel C MD",Daniel C,Kim,3160 Center Rd # N3160,Mobile,AL,Not Available,Physicians & Surgeons,Physicians & Surgeons,,"$503,000 ",Mobile,3160 Center Rd,30.60595512121212,-88.09698924242424
"Kim, Frank H MD",Frank H,Kim,1465 1st Ave SW # B,Jacksonville,AL,(256) 782-4377,Physicians & Surgeons,Physicians & Surgeons,,"$861,000 ",Anniston,1465 1st Ave SW,33.78634523964578,-85.76509831810785
"Kim, Jung W MD",Jung W,Kim,1720 2nd Ave S # Sc560f,Birmingham,AL,(205) 996-0173,Physicians & Surgeons,Physicians & Surgeons,,"$586,000 ",Birmingham,1720 2nd Ave S,33.5117738,-86.8013892
"Kim, Jung Won MD",Jung Won,Kim,1600 7th Ave S,Birmingham,AL,(205) 939-9100,Physicians & Surgeons,Physicians & Surgeons,,"$586,000 ",Birmingham,1600 7th Ave S,33.50468945,-86.80563534772864
"Kim, Katie L",Katie L,Kim,4810 Whitesport Cir SW # 110,Huntsville,AL,(205) 977-9876,Physicians Assistants,Physicians Assistants,,"$67,000 ",Huntsville,4810 Whitesport Cir SW,34.6962941,-86.5717188
"Kim, Kyuho",Kyuho,Kim,1450 N Brindlee Mountain Pkwy,Arab,AL,(256) 586-1540,Pharmacists,Pharmacists,,"$52,000 ",Albertville,1450 N Brindlee Mountain Pkwy,34.3500531,-86.5042092
"Kim, Minyoung",Minyoung,Kim,2515 Crawford Rd,Phenix City,AL,(334) 297-3722,Pharmacists,Pharmacists,,$0 ,Columbus,2515 Crawford Rd,32.47497101569465,-85.02708222850806
"Kim, Robert Y MD",Robert Y,Kim,2145 Bonner Way,Birmingham,AL,(205) 978-0250,Physicians & Surgeons,Physicians & Surgeons,,"$586,000 ",Birmingham,2145 Bonner Way,,
"Kim, Sophia",Sophia,Kim,400 Taylor Rd,Montgomery,AL,(224) 715-1032,Nurses-Registered Rn,Nurses-Registered Rn,,$0 ,Montgomery,400 Taylor Rd,32.3763995,-86.17493
"Kim, Soyoung",Soyoung,Kim,1702 Catherine Ct # 1a,Auburn,AL,(334) 501-1081,Nurses-Practitioners,Nurses-Practitioners,Nurses-Registered Rn,$0 ,Auburn-Oplka,1702 Catherine Ct,32.61313052729592,-85.44929075781633
"Kim, Su Hyun",Su Hyun,Kim,1725 Pine St,Montgomery,AL,(334) 293-8000,Pharmacists,Pharmacists,,"$59,000 ",Montgomery,1725 Pine St,32.3665644,-86.28477423871117
"Kim, Sung D",Sung D,Kim,1218 13th Ave SE,Decatur,AL,(256) 351-5015,Physical Therapists,Physical Therapists,,"$114,000 ",Decatur,1218 13th Ave SE,34.58909252748415,-86.9713367719785
"Kim, Sung D",Sung D,Kim,8475 Wann Dr,Madison,AL,(256) 704-1700,Physical Therapists,Physical Therapists,,"$67,000 ",Huntsville,8475 Wann Dr,,
"Kim, Wesley F MD",Wesley F,Kim,701 20th Street S Ab 921,Birmingham,AL,Not Available,Physicians & Surgeons,Physicians & Surgeons,,"$586,000 ",Birmingham,701 20th Street S Ab 921,,
Kims Fashions & Beauty Inc,Jerry,Kim,2990 Spring Hill Ave,Mobile,AL,(251) 479-7053,Cosmetics & Perfumes-Retail,Cosmetics & Perfumes-Retail,Women's Apparel-Retail,"$508,000 ",Mobile,2990 Spring Hill Ave,30.700320440677967,-88.11234055932204
KMIN USA Inc,Harry,Kim,1055 Towel Ave,Valley,AL,(334) 756-5920,Automobile Parts & Supplies-Mfrs,Automobile Parts & Supplies-Mfrs,Manufacturers-Agents & Representatives,"$20,416,000 ",Lagrange,1055 Towel Ave,32.781188,-85.176738
Koam Industrial Svc,Taeseok,Kim,2401 Industrial Blvd # 2,Opelika,AL,(334) 737-3279,Machine Shops (Mfrs),Machine Shops (Mfrs),,"$844,000 ",Auburn-Oplka,2401 Industrial Blvd,32.672547,-85.365366
Korean First Baptist Church,Pyung,Kim,4922 Rucker Blvd,Enterprise,AL,(334) 393-2023,Clergy,Clergy,Churches,$0 ,Ozark,4922 Rucker Blvd,31.334056,-85.796258
Kwangsung America Corp,Moon,Kim,217 Thweatt Industrial Blvd,Dadeville,AL,(256) 825-0540,Automobile Parts & Supplies-Retail-New,Automobile Parts & Supplies-Retail-New,Automobile Parts & Supplies-Wholesale,"$820,000 ",Alexandr Cty,217 Thweatt Industrial Blvd,,
Lee's Hair Salon,Kyunghee,Kim,1829 Eastern Blvd,Montgomery,AL,(334) 279-7775,Beauty Salons,Beauty Salons,Manicuring,"$68,000 ",Montgomery,1829 Eastern Blvd,32.35449661195262,-86.21812491074412
LG Electronics,Youngkyoon,Kim,201 James Record Rd SW,Huntsville,AL,(256) 772-8860,Electronic Equipment & Supplies-Mfrs,Electronic Equipment & Supplies-Mfrs,Warehouses-Private & Public,"$42,407,000 ",Huntsville,201 James Record Rd SW,34.661471352507625,-86.77692973076469
Liberty Cleaners,Steve,Kim,8000 Liberty Pkwy # 100,Vestavia,AL,(205) 970-0888,Cleaners,Cleaners,,"$230,000 ",Birmingham,8000 Liberty Pkwy,33.4745487,-86.6992138
Liles Josh,Robert,Kim,2495 Valleydale Rd,Hoover,AL,(205) 985-8810,Cleaners,Cleaners,,"$213,000 ",Birmingham,2495 Valleydale Rd,33.376249019465895,-86.75318468854334
Little Diner,Nany,Kim,1219 Jordan Ln NW # A,Huntsville,AL,(256) 837-6971,Restaurants,Restaurants,,"$153,000 ",Huntsville,1219 Jordan Ln NW,34.73958730262041,-86.62755486489004
Madison Korean Church,Jang Young,Kim,4257 Sullivan St,Madison,AL,(256) 772-9489,Churches,Churches,,$0 ,Huntsville,4257 Sullivan St,34.69602784812225,-86.75113445358582
Mando America Corp,Kibong,Kim,4200 N Park Dr,Opelika,AL,(334) 737-3899,Alternators & Generators-Automotive-Mfrs,Alternators & Generators-Automotive-Mfrs,Automobile Parts & Supplies-Retail-New,"$70,183,000 ",Auburn-Oplka,4200 N Park Dr,,
Manufacturing Technical Sltns,Rebecca,Kim,308 Voyager Way NW # 100,Huntsville,AL,(256) 890-9090,Defense Contractors,Defense Contractors,Business Services NEC,"$14,647,000 ",Huntsville,308 Voyager Way NW,34.715500199999994,-86.67851234291516
Metro By T-Mobile Auth Rtlr,Brian,Kim,3310 Pepperell Pkwy # 3,Opelika,AL,(334) 203-1800,Cellular Telephones (Services),Cellular Telephones (Services),Authorized Retailer-Cellular Services,"$1,897,000 ",Auburn-Oplka,3310 Pepperell Pkwy,32.63416709784119,-85.4271709397544
Metro City Bank,Jin,Kim,2779 Bell Rd,Montgomery,AL,(334) 260-4926,Banks,Banks,,"$770,000 ",Montgomery,2779 Bell Rd,32.34082178388772,-86.19544591327198
Metro City Bank,Johanne,Kim,1805 Gateway Dr,Opelika,AL,(334) 741-1300,Banks,Banks,Financial Advisory Services,"$2,415,000 ",Auburn-Oplka,1805 Gateway Dr,32.621008,-85.404464
Mikata,Sun,Kim,4600 Montgomery Hwy,Dothan,AL,(334) 673-9966,Restaurants,Restaurants,,"$655,000 ",Dothan,4600 Montgomery Hwy,31.26794615279563,-85.4452020956886
Mikata Japanese Steakhouse,Peter,Kim,1663 Highway 231 S,Troy,AL,(334) 566-1500,Restaurants,Restaurants,,"$264,000 ",Troy,1663 Highway 231 S,,
Miyako Japanese Steak & Sushi,Sonny,Kim,8173 Vaughn Rd,Montgomery,AL,(334) 215-2275,Restaurants,Restaurants,,"$463,000 ",Montgomery,8173 Vaughn Rd,32.33882411455623,-86.17123843075792
Mobile Arts Council Inc,Crystal,Kim,6 S Joachim St # 1927,Mobile,AL,(251) 432-9796,Arts Organizations & Information,Arts Organizations & Information,Art Galleries & Dealers,$0 ,Mobile,6 S Joachim St,30.6905568,-88.04404661447043
Mobis Alabama LLC,Soon Hwa,Kim,1395 Mitchell Young Rd,Montgomery,AL,(334) 387-4800,Automobile Parts & Supplies-Retail-New,Automobile Parts & Supplies-Retail-New,Automobile Body Shop Equip/Supls (Whls),"$668,000 ",Montgomery,1395 Mitchell Young Rd,32.3256246,-86.4395164
